run,order,records,updates,clients,wait_each,native_pipeline,local_probe,blocked_probes,pipeline_threads,workers,slots,pattern,pinned,elapsed_seconds,peak_rss_bytes,live_requested_bytes,sidecar_bytes,retired_bytes,reclaimed_bytes,retired_nodes,pending_bytes,appended_updates,cow_updates,append_waves,max_wave_groups,parallel_min_groups,parallel_waves,parallel_materialization,materialization_waves,parallel_materializations,parallel_updates,profile,queue_ns,plan_ns,inline_leaf_ns,parallel_wave_ns,merge_retire_ns,publish_ns,gc_ns,serial_cow_ns,worker_loop_ns,worker_wakeups,reference_ok
1,70,100000,300000,4,0,True,0,239271,2,1,8,uniform,1,0.214751,435732480,4444160,787200,373217200,373217200,1435650,0,60725,239275,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,71,100000,300000,4,0,True,1,0,2,2,0,uniform,1,0.197707,528809984,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,72,100000,300000,4,0,True,0,299969,2,1,2,hot,1,0.286199,528678912,3657072,112,460758112,460758112,1799832,0,28,299972,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,73,100000,300000,4,0,True,0,299892,2,2,4,hot,1,0.257663,528678912,3657168,208,460645872,460645872,1799376,0,104,299896,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,74,100000,300000,4,0,True,1,2493,2,4,4,uniform,0,0.155026,36225024,4687600,1030640,91951584,91951584,336600,0,243900,56100,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,75,100000,300000,4,0,True,1,4137,2,4,2,uniform,0,0.187677,35667968,4120696,463736,154747816,154747816,583518,0,202747,97253,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,76,100000,300000,4,0,True,0,299631,2,1,8,hot,0,0.318855,42172416,3659360,2400,460260496,460260496,1797816,0,364,299636,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,77,100000,300000,4,0,True,1,0,2,2,0,hot,1,0.256379,528826368,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,78,100000,300000,4,0,True,1,0,2,4,0,uniform,0,0.213972,36995072,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,79,100000,300000,4,0,True,1,120742,2,1,4,hot,1,0.190375,260341760,4747504,1090544,209860096,209860096,796860,0,167190,132810,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,80,100000,300000,4,0,True,1,90964,2,2,8,hot,1,0.163636,204406784,5902560,2245600,156102728,156102728,579888,0,203352,96648,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,81,100000,300000,4,0,True,0,298282,2,4,2,uniform,0,0.23059,49496064,3664240,7280,458252056,458252056,1789710,0,1715,298285,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,82,100000,300000,4,0,True,1,1258,2,4,8,uniform,1,0.151308,89604096,5876760,2219800,49220912,49220912,170202,0,271633,28367,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,83,100000,300000,4,0,True,0,299762,2,2,8,hot,0,0.243786,34603008,3657360,400,460450640,460450640,1798590,0,235,299765,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,0,100000,300000,4,0,True,0,299954,2,4,2,hot,0,0.285942,34865152,3657016,56,460737392,460737392,1799748,0,42,299958,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,1,100000,300000,4,0,True,0,280319,2,2,8,uniform,1,0.174042,498483200,3656960,0,432552520,432552520,1681920,0,19680,280320,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,2,100000,300000,4,0,True,0,290407,2,2,4,uniform,1,0.215539,513835008,3657064,104,446893360,446893360,1742454,0,9591,290409,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,3,100000,300000,4,0,True,0,277151,2,2,8,uniform,0,0.197364,37027840,3656960,0,428108808,428108808,1662918,0,22847,277153,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,4,100000,300000,4,0,True,1,1241,2,4,8,uniform,0,0.151412,37470208,5876160,2219200,49250096,49250096,170316,0,271614,28386,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,5,100000,300000,4,0,True,1,4394,2,2,2,uniform,1,0.146975,201146368,4117616,460656,154990264,154990264,584448,0,202592,97408,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,6,100000,300000,4,0,True,0,282055,2,4,4,uniform,1,0.251128,500875264,3667672,10712,434733984,434733984,1692354,0,17941,282059,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,7,100000,300000,4,0,True,0,299737,2,2,8,hot,1,0.280555,528433152,3658160,1200,460416776,460416776,1798446,0,259,299741,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,8,100000,300000,4,0,True,0,297320,2,1,2,uniform,0,0.246336,36290560,3657296,336,456836576,456836576,1783950,0,2675,297325,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,9,100000,300000,4,0,True,1,0,2,1,0,hot,0,0.247083,35848192,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,10,100000,300000,4,0,True,0,299932,2,2,2,hot,1,0.281233,528711680,3657184,224,460707232,460707232,1799628,0,62,299938,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,11,100000,300000,4,0,True,1,2612,2,4,4,uniform,0,0.1459,35979264,4691864,1034904,91989072,91989072,336744,0,243876,56124,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,12,100000,300000,4,0,True,0,299167,2,2,2,uniform,1,0.201903,527499264,3656960,0,459569056,459569056,1795014,0,831,299169,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,13,100000,300000,4,0,True,0,299945,2,2,4,hot,1,0.235819,528744448,3656960,0,460721400,460721400,1799682,0,53,299947,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,14,100000,300000,4,0,True,0,296740,2,4,2,uniform,0,0.220211,46137344,3656960,0,455972888,455972888,1780464,0,3256,296744,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,15,100000,300000,4,0,True,1,4667,2,4,2,uniform,1,0.152874,201457664,4117112,460152,155150504,155150504,585084,0,202486,97514,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,16,100000,300000,4,0,True,1,102421,2,4,8,hot,0,0.177613,36716544,5900160,2243200,171905064,171905064,643344,0,192776,107224,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,17,100000,300000,4,0,True,1,149739,2,4,4,hot,0,0.21179,35667968,4741992,1085032,248125232,248125232,949740,0,141710,158290,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,18,100000,300000,4,0,True,0,293931,2,1,4,uniform,0,0.234864,35602432,3656960,0,451983016,451983016,1763592,0,6068,293932,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,19,100000,300000,4,0,True,1,92715,2,2,8,hot,0,0.147209,36503552,5903560,2246600,158507072,158507072,589662,0,201723,98277,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,20,100000,300000,4,0,True,1,189076,2,1,2,hot,0,0.233548,35110912,4120976,464016,318573384,318573384,1232790,0,94535,205465,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,21,100000,300000,4,0,True,0,299799,2,1,8,hot,0,0.212759,35045376,3657560,600,460506872,460506872,1798812,0,198,299802,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,22,100000,300000,4,0,True,1,181639,2,2,2,hot,0,0.238731,35143680,4122096,465136,309315472,309315472,1195776,0,100704,199296,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,23,100000,300000,4,0,True,1,4427,2,1,2,uniform,1,0.141993,201080832,4119128,462168,154957528,154957528,584328,0,202612,97388,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,24,100000,300000,4,0,True,1,0,2,1,0,hot,1,0.267813,528777216,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,25,100000,300000,4,0,True,1,161570,2,1,4,hot,0,0.219361,35553280,4741264,1084304,264445776,264445776,1015200,0,130800,169200,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,26,100000,300000,4,0,True,1,0,2,4,0,hot,0,0.273159,35995648,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,27,100000,300000,4,0,True,1,2451,2,1,4,uniform,1,0.146563,133496832,4693736,1036776,91794536,91794536,336030,0,243995,56005,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,28,100000,300000,4,0,True,0,299901,2,4,2,hot,1,0.289734,528760832,3657016,56,460665512,460665512,1799460,0,90,299910,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,29,100000,300000,4,0,True,1,97485,2,4,8,hot,1,0.178911,214024192,5902960,2246000,165041720,165041720,615720,0,197380,102620,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,30,100000,300000,4,0,True,0,299987,2,1,2,hot,1,0.257853,528777216,3656960,0,460783608,460783608,1799934,0,11,299989,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,31,100000,300000,4,0,True,0,286669,2,1,4,uniform,1,0.183104,507871232,3697312,40352,441366968,441366968,1720026,0,13329,286671,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,32,100000,300000,4,0,True,1,0,2,2,0,hot,1,0.230497,528760832,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,33,100000,300000,4,0,True,0,297478,2,2,2,uniform,0,0.219756,56901632,3656960,0,457068432,457068432,1784892,0,2518,297482,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,34,100000,300000,4,0,True,1,2506,2,2,4,uniform,0,0.142662,35913728,4691344,1034384,91925736,91925736,336510,0,243915,56085,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,35,100000,300000,4,0,True,1,1224,2,1,8,uniform,0,0.130443,37273600,5877360,2220400,49255904,49255904,170334,0,271611,28389,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,36,100000,300000,4,0,True,1,77054,2,1,8,hot,1,0.135196,183959552,5913160,2256200,137074832,137074832,503922,0,216013,83987,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,37,100000,300000,4,0,True,1,0,2,4,0,uniform,0,0.229111,38060032,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
