run,order,records,updates,clients,wait_each,native_pipeline,local_probe,blocked_probes,pipeline_threads,workers,slots,pattern,pinned,elapsed_seconds,peak_rss_bytes,live_requested_bytes,sidecar_bytes,retired_bytes,reclaimed_bytes,retired_nodes,pending_bytes,appended_updates,cow_updates,append_waves,max_wave_groups,parallel_min_groups,parallel_waves,parallel_materialization,materialization_waves,parallel_materializations,parallel_updates,profile,queue_ns,plan_ns,inline_leaf_ns,parallel_wave_ns,merge_retire_ns,publish_ns,gc_ns,serial_cow_ns,worker_loop_ns,worker_wakeups,reference_ok
2,13,100000,300000,4,0,True,0,299712,4,2,4,hot,1,0.259238,528498688,3658208,1248,460383624,460383624,1798326,0,279,299721,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,14,100000,300000,4,0,True,0,297563,4,4,2,uniform,0,0.278773,42680320,3657744,784,457191800,457191800,1785396,0,2434,297566,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,15,100000,300000,4,0,True,1,4430,4,4,2,uniform,1,0.209607,201375744,4121704,464744,154944760,154944760,584286,0,202619,97381,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,16,100000,300000,4,0,True,1,191825,4,4,8,hot,0,0.244176,37027840,5877160,2220200,300290008,300290008,1159818,0,106697,193303,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,17,100000,300000,4,0,True,1,224463,4,4,4,hot,0,0.27644,35848192,4731488,1074528,351837056,351837056,1366050,0,72325,227675,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,18,100000,300000,4,0,True,0,280238,4,1,4,uniform,0,0.261989,35487744,3663720,6760,432188048,432188048,1681464,0,19756,280244,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,19,100000,300000,4,0,True,1,190086,4,2,8,hot,0,0.221785,36831232,5877360,2220400,297854920,297854920,1149870,0,108355,191645,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,20,100000,300000,4,0,True,1,246971,4,1,2,hot,0,0.27364,35323904,4117560,460600,392781832,392781832,1529742,0,45043,254957,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,21,100000,300000,4,0,True,0,299555,4,1,8,hot,0,0.282222,34766848,3661360,4400,460150432,460150432,1797372,0,438,299562,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,22,100000,300000,4,0,True,1,245828,4,2,2,hot,0,0.264293,35438592,4117728,460768,391219432,391219432,1523484,0,46086,253914,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,23,100000,300000,4,0,True,1,4554,4,1,2,uniform,1,0.166474,201261056,4122712,465752,154962880,154962880,584364,0,202606,97394,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,24,100000,300000,4,0,True,1,0,4,1,0,hot,1,0.265701,528826368,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,25,100000,300000,4,0,True,1,226272,4,1,4,hot,0,0.229006,35733504,4733152,1076192,354369216,354369216,1376250,0,70625,229375,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,26,100000,300000,4,0,True,1,0,4,4,0,hot,0,0.294857,34816000,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,27,100000,300000,4,0,True,1,2654,4,1,4,uniform,1,0.142965,133758976,4693736,1036776,91941744,91941744,336564,0,243906,56094,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,28,100000,300000,4,0,True,0,299885,4,4,2,hot,1,0.302164,528826368,3657240,280,460642640,460642640,1799370,0,105,299895,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
