run,order,records,updates,clients,workers,slots,pattern,pinned,elapsed_seconds,peak_rss_bytes,live_requested_bytes,sidecar_bytes,retired_bytes,reclaimed_bytes,pending_bytes,appended_updates,cow_updates,append_waves,max_wave_groups,parallel_min_groups,parallel_waves,parallel_materialization,materialization_waves,parallel_materializations,parallel_updates,reference_ok
1,3,10000,30000,4,1,8,zipfian,1,0.00465017,8650752,590568,225000,3057832,3057832,0,27251,2749,763,91,16,0,1,725,0,0,True
1,4,10000,30000,4,1,4,zipfian,1,0.00603117,10190848,469048,103480,5330440,5330440,0,24491,5509,1105,79,16,0,1,1087,0,0,True
2,1,10000,30000,4,4,2,uniform,0,0.0140141,8667136,413224,47656,6964016,6964016,0,20422,9578,457,226,16,425,1,454,9477,29700,True
2,2,10000,30000,4,4,4,uniform,0,0.0112142,8601600,471752,106184,4463184,4463184,0,24510,5490,362,237,16,339,1,351,5450,29803,True
2,3,10000,30000,4,4,0,uniform,0,0.0216798,8683520,365568,0,18024192,18024192,0,0,30000,784,117,16,679,1,784,29053,29053,True
2,4,10000,30000,4,4,8,uniform,0,0.00845675,8601600,593168,227600,2617160,2617160,0,27231,2769,258,240,16,239,1,240,2749,29870,True
2,1,10000,30000,4,4,2,uniform,0,0.0257012,8601600,413224,47656,12796208,12796208,0,20422,9578,6544,181,16,33,0,0,0,1005,True
2,2,10000,30000,4,4,4,uniform,0,0.0209031,8601600,471752,106184,7598160,7598160,0,24510,5490,4514,236,16,179,0,0,0,5143,True
2,3,10000,30000,4,4,0,uniform,0,0.0281756,8634368,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,0,0,0,True
2,4,10000,30000,4,4,8,uniform,0,0.0168339,8601600,593168,227600,4098120,4098120,0,27231,2769,2503,239,16,450,0,0,0,15058,True
2,1,10000,30000,4,2,8,uniform,0,0.00727942,8617984,593168,227600,2619976,2619976,0,27231,2769,260,238,16,246,1,242,2760,29885,True
2,2,10000,30000,4,2,0,uniform,0,0.0171069,8617984,365568,0,17868544,17868544,0,0,30000,755,131,16,656,1,755,29030,29030,True
2,3,10000,30000,4,2,4,uniform,0,0.00879896,8601600,471752,106184,4450384,4450384,0,24510,5490,367,235,16,333,1,353,5439,29693,True
2,4,10000,30000,4,2,2,uniform,0,0.0113889,8716288,413224,47656,6971184,6971184,0,20422,9578,457,226,16,425,1,451,9474,29693,True
2,1,10000,30000,4,2,8,uniform,0,0.0151718,8601600,593168,227600,4098120,4098120,0,27231,2769,2536,239,16,434,0,0,0,14712,True
2,2,10000,30000,4,2,0,uniform,0,0.0277252,8601600,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,0,0,0,True
2,3,10000,30000,4,2,4,uniform,0,0.0189839,8601600,471752,106184,7598160,7598160,0,24510,5490,4480,233,16,195,0,0,0,5549,True
2,4,10000,30000,4,2,2,uniform,0,0.0247611,8601600,413224,47656,12796208,12796208,0,20422,9578,6573,181,16,25,0,0,0,852,True
2,1,10000,30000,4,1,4,uniform,0,0.0168677,8601600,471752,106184,7598160,7598160,0,24510,5490,4467,238,16,0,0,0,0,0,True
2,2,10000,30000,4,1,8,uniform,0,0.0108594,8601600,593168,227600,4098120,4098120,0,27231,2769,2533,237,16,0,0,0,0,0,True
2,3,10000,30000,4,1,2,uniform,0,0.0239212,8667136,413224,47656,12796208,12796208,0,20422,9578,6535,181,16,0,0,0,0,0,True
2,4,10000,30000,4,1,0,uniform,0,0.0275361,8634368,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,0,0,0,True
2,1,10000,30000,4,1,4,uniform,0,0.00456642,8650752,471752,106184,4450640,4450640,0,24510,5490,356,243,16,0,1,346,0,0,True
2,2,10000,30000,4,1,8,uniform,0,0.00354642,8650752,593168,227600,2593864,2593864,0,27231,2769,250,243,16,0,1,228,0,0,True
2,3,10000,30000,4,1,2,uniform,0,0.00575179,8601600,413224,47656,6965808,6965808,0,20422,9578,458,223,16,0,1,454,0,0,True
2,4,10000,30000,4,1,0,uniform,0,0.00860779,8716288,365568,0,17937152,17937152,0,0,30000,766,113,16,0,1,766,0,0,True
2,1,10000,30000,4,1,8,uniform,1,0.00389108,8716288,593168,227600,2605128,2605128,0,27231,2769,252,243,16,0,1,233,0,0,True
2,2,10000,30000,4,1,0,uniform,1,0.0095465,22921216,365568,0,17858048,17858048,0,0,30000,768,124,16,0,1,768,0,0,True
2,3,10000,30000,4,1,4,uniform,1,0.00454313,9027584,471752,106184,4419152,4419152,0,24510,5490,346,237,16,0,1,337,0,0,True
2,4,10000,30000,4,1,2,uniform,1,0.005873,11698176,413224,47656,6983984,6983984,0,20422,9578,459,226,16,0,1,454,0,0,True
2,1,10000,30000,4,1,8,uniform,1,0.0105217,8798208,593168,227600,4098120,4098120,0,27231,2769,2542,240,16,0,0,0,0,0,True
2,2,10000,30000,4,1,0,uniform,1,0.0307293,45776896,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,0,0,0,True
2,3,10000,30000,4,1,4,uniform,1,0.0169364,12435456,471752,106184,7598160,7598160,0,24510,5490,4513,238,16,0,0,0,0,0,True
