dataset,run,order,slots,runner_wall_seconds,fat_slots,gc_enabled,clients,records,transactions,reads,scans,updates,ignored_transactions,checksum,gc_retired_nodes,gc_reclaimed_nodes,gc_pending_nodes,gc_retired_bytes,gc_reclaimed_bytes,gc_pending_bytes,live_nodes,live_internal_nodes,live_leaf_nodes,live_sidecar_leaves,live_delta_records,live_requested_bytes,live_sidecar_requested_bytes,current_rss_bytes,peak_rss_bytes,init_elapsed_seconds,elapsed_seconds,gc_collect_elapsed_seconds,total_elapsed_seconds,num_pipes
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_zipfian_update.data,4,3,4,0.247964666,4,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,1131088,1131088,0,306363264,306363264,0,142856,17856,125000,89333,192080,45861768,9290632,122011648,122011648,0.049309041,0.178757459,0.000088500,0.228155000,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_zipfian_update.data,4,4,2,0.327758917,2,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,2081982,2081982,0,549643248,549643248,0,142856,17856,125000,75200,107722,40782336,4211200,124338176,124354560,0.049121042,0.255057750,0.000227792,0.304406584,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update_long.data,4,1,0,2.711721666,0,1,1,1000000,5000000,0,0,5000000,0,6238072747940578789,35000000,35000000,0,8960000000,8960000000,0,142856,17856,125000,0,0,36571136,0,259522560,259555328,0.049968084,2.606255875,0.000680958,2.656904917,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update_long.data,4,2,2,1.963575500,2,1,1,1000000,5000000,0,0,5000000,0,6238072747940578789,11375014,11375014,0,3003003696,3003003696,0,142856,17856,125000,83301,124994,41235992,4664856,220332032,220364800,0.049554750,1.869207375,0.000361125,1.919123250,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update_long.data,4,3,8,1.402299917,8,1,1,1000000,5000000,0,0,5000000,0,6238072747940578789,3500077,3500077,0,996021912,996021912,0,142856,17856,125000,111143,499901,58799736,22228600,229752832,229785600,0.049682667,1.307004666,0.000084834,1.356772167,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update_long.data,4,4,4,1.563692417,4,1,1,1000000,5000000,0,0,5000000,0,6238072747940578789,6649328,6649328,0,1801017984,1801017984,0,142856,17856,125000,100080,250480,46979456,10408320,219119616,219152384,0.050089125,1.470169625,0.000163250,1.520422000,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_lookup90.data,4,1,2,0.195527750,2,1,1,1000000,1000000,900129,0,99871,0,11708094846521173931,36302,36302,0,9583728,9583728,0,142856,17856,125000,65806,84313,40256272,3685136,103170048,103202816,0.049316583,0.129453708,0.000000334,0.178770625,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_lookup90.data,4,2,4,0.199223834,4,1,1,1000000,1000000,900129,0,99871,0,11708094846521173931,588,588,0,159264,159264,0,142856,17856,125000,70259,99451,43878072,7306936,105398272,105431040,0.049693791,0.133119000,0.000000125,0.182812916,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_lookup90.data,4,3,0,0.195776667,0,1,1,1000000,1000000,900129,0,99871,0,7659225933388848931,699068,699068,0,178961408,178961408,0,142856,17856,125000,0,0,36571136,0,100139008,100171776,0.049414583,0.130101875,0.000000916,0.179517374,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_lookup90.data,4,4,8,0.202975750,8,1,1,1000000,1000000,900129,0,99871,0,11708094846521173931,0,0,0,0,0,0,142856,17856,125000,70328,99871,50636736,14065600,113131520,113164288,0.049267916,0.135902750,0.000000167,0.185170833,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_1pct_scaled.data,4,1,0,0.722368417,0,1,1,10000000,100000,0,0,100000,0,6238072747940578789,800000,800000,0,204800000,204800000,0,1428570,178570,1250000,0,0,365713920,0,704118784,704118784,0.572109959,0.077595500,0.002796209,0.652501668,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_1pct_scaled.data,4,2,2,0.658487667,2,1,1,10000000,100000,0,0,100000,0,6238072747940578789,784,784,0,206192,206192,0,1428570,178570,1250000,90195,99706,370764840,5050920,650706944,650706944,0.572930000,0.041914125,0.000170833,0.615014958,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_1pct_scaled.data,4,3,8,0.660380833,8,1,1,10000000,100000,0,0,100000,0,6238072747940578789,0,0,0,0,0,0,1428570,178570,1250000,90292,100000,383772320,18058400,657833984,657833984,0.574947500,0.038695250,0.000000041,0.613642791,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_1pct_scaled.data,4,4,4,0.655899583,4,1,1,10000000,100000,0,0,100000,0,6238072747940578789,0,0,0,0,0,0,1428570,178570,1250000,90292,100000,375104288,9390368,654753792,654753792,0.571893625,0.039434292,0.000000083,0.611328000,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_curve_100pct.data,4,1,2,0.428971959,2,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,1980496,1980496,0,522850944,522850944,0,189779,18084,171695,103647,151216,54387656,5804232,136019968,136019968,0.051754583,0.350821708,0.000221625,0.402797916,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_curve_100pct.data,4,2,4,0.333847458,4,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,1018290,1018290,0,275811120,275811120,0,177742,17887,159855,115352,272650,57498560,11996608,131153920,131153920,0.049206459,0.261176000,0.000124250,0.310506709,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_curve_100pct.data,4,3,0,0.604228208,0,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,7000000,7000000,0,1792000000,1792000000,0,205437,18818,186619,0,0,52591872,0,176373760,176373760,0.049160750,0.519270625,0.000696500,0.569127875,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_curve_100pct.data,4,4,8,0.286207750,8,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,326865,326865,0,93016440,93016440,0,189602,17907,171695,134476,579745,75433312,26895200,147111936,147111936,0.049924250,0.206181625,0.000092417,0.256198292,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update.data,4,1,4,0.337104542,4,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,1050070,1050070,0,284418960,284418960,0,142856,17856,125000,100150,249950,46986736,10415600,123731968,123764736,0.049356459,0.264469834,0.000124083,0.313950376,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update.data,4,2,8,0.294036208,8,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,356755,356755,0,101522280,101522280,0,142856,17856,125000,109350,541315,58441136,21870000,133857280,133857280,0.049935375,0.217576583,0.000087083,0.267599041,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update.data,4,3,2,0.437598958,2,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,2042817,2042817,0,539303688,539303688,0,142856,17856,125000,83106,124507,41225072,4653936,124944384,124977152,0.049259209,0.364006041,0.000247292,0.413512542,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update.data,4,4,0,0.588841250,0,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,7000000,7000000,0,1792000000,1792000000,0,142856,17856,125000,0,0,36571136,0,161857536,161890304,0.049113333,0.506329584,0.000604541,0.556047458,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update_long.data,5,1,2,1.947162167,2,1,1,1000000,5000000,0,0,5000000,0,6238072747940578789,11375014,11375014,0,3003003696,3003003696,0,142856,17856,125000,83301,124994,41235992,4664856,220282880,220299264,0.049397375,1.853474958,0.000855750,1.903728083,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update_long.data,5,2,4,1.612914917,4,1,1,1000000,5000000,0,0,5000000,0,6238072747940578789,6649328,6649328,0,1801017984,1801017984,0,142856,17856,125000,100080,250480,46979456,10408320,219119616,219152384,0.049312917,1.520221708,0.000174375,1.569709000,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update_long.data,5,3,0,2.645389541,0,1,1,1000000,5000000,0,0,5000000,0,6238072747940578789,35000000,35000000,0,8960000000,8960000000,0,142856,17856,125000,0,0,36571136,0,259522560,259555328,0.049174875,2.543140583,0.000769833,2.593085291,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update_long.data,5,4,8,1.395514917,8,1,1,1000000,5000000,0,0,5000000,0,6238072747940578789,3500077,3500077,0,996021912,996021912,0,142856,17856,125000,111143,499901,58799736,22228600,229818368,229851136,0.049219292,1.300374291,0.000237125,1.349830708,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_lookup90.data,5,1,4,0.201147708,4,1,1,1000000,1000000,900129,0,99871,0,11708094846521173931,588,588,0,159264,159264,0,142856,17856,125000,70259,99451,43878072,7306936,105398272,105431040,0.049173792,0.135365625,0.000000125,0.184539542,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_lookup90.data,5,2,8,0.203076583,8,1,1,1000000,1000000,900129,0,99871,0,11708094846521173931,0,0,0,0,0,0,142856,17856,125000,70328,99871,50636736,14065600,113131520,113164288,0.049133458,0.136610250,0.000000125,0.185743833,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_lookup90.data,5,3,2,0.195925333,2,1,1,1000000,1000000,900129,0,99871,0,11708094846521173931,36302,36302,0,9583728,9583728,0,142856,17856,125000,65806,84313,40256272,3685136,103170048,103202816,0.049032708,0.130556042,0.000000500,0.179589250,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_lookup90.data,5,4,0,0.196191666,0,1,1,1000000,1000000,900129,0,99871,0,11708094846521173931,699085,699085,0,178965760,178965760,0,142856,17856,125000,0,0,36571136,0,100122624,100155392,0.049012458,0.131384625,0.000001000,0.180398083,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_1pct_scaled.data,5,1,2,0.653500542,2,1,1,10000000,100000,0,0,100000,0,6238072747940578789,784,784,0,206192,206192,0,1428570,178570,1250000,90195,99706,370764840,5050920,650706944,650706944,0.573300291,0.037580209,0.000034166,0.610914666,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_1pct_scaled.data,5,2,4,0.661197792,4,1,1,10000000,100000,0,0,100000,0,6238072747940578789,0,0,0,0,0,0,1428570,178570,1250000,90292,100000,375104288,9390368,654753792,654753792,0.576400084,0.041190834,0.000000209,0.617591127,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_1pct_scaled.data,5,3,0,0.722080541,0,1,1,10000000,100000,0,0,100000,0,6238072747940578789,800000,800000,0,204800000,204800000,0,1428570,178570,1250000,0,0,365713920,0,704118784,704118784,0.572439042,0.077933291,0.002761917,0.653134250,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_1pct_scaled.data,5,4,8,0.661189125,8,1,1,10000000,100000,0,0,100000,0,6238072747940578789,0,0,0,0,0,0,1428570,178570,1250000,90292,100000,383772320,18058400,657833984,657833984,0.574424500,0.040147125,0.000000250,0.614571875,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_curve_100pct.data,5,1,4,0.363430708,4,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,1018290,1018290,0,275811120,275811120,0,177742,17887,159855,115352,272650,57498560,11996608,131088384,131088384,0.049153000,0.290188458,0.000145500,0.339486958,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_curve_100pct.data,5,2,8,0.285156542,8,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,326865,326865,0,93016440,93016440,0,189602,17907,171695,134476,579745,75433312,26895200,147111936,147111936,0.049205166,0.210947167,0.000093083,0.260245416,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_curve_100pct.data,5,3,2,0.417598791,2,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,1980496,1980496,0,522850944,522850944,0,189779,18084,171695,103647,151216,54387656,5804232,135954432,135954432,0.049048125,0.343848917,0.000324083,0.393221125,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_memory_curve_100pct.data,5,4,0,0.602887583,0,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,7000000,7000000,0,1792000000,1792000000,0,205437,18818,186619,0,0,52591872,0,176373760,176373760,0.048963167,0.517954625,0.000742708,0.567660500,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update.data,5,1,8,0.277121541,8,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,356755,356755,0,101522280,101522280,0,142856,17856,125000,109350,541315,58441136,21870000,133922816,133922816,0.049084667,0.205344416,0.000097333,0.254526416,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update.data,5,2,0,0.594977541,0,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,7000000,7000000,0,1792000000,1792000000,0,142856,17856,125000,0,0,36571136,0,161988608,162021376,0.049319042,0.511795083,0.000663459,0.561777584,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update.data,5,3,4,0.338540625,4,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,1050070,1050070,0,284418960,284418960,0,142856,17856,125000,100150,249950,46986736,10415600,123731968,123764736,0.049297375,0.265593958,0.000141042,0.315032375,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_uniform_update.data,5,4,2,0.420247042,2,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,2042817,2042817,0,539303688,539303688,0,142856,17856,125000,83106,124507,41225072,4653936,124944384,124977152,0.049466500,0.345892375,0.000309875,0.395668750,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_zipfian_update.data,5,1,0,0.522243000,0,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,7000000,7000000,0,1792000000,1792000000,0,142856,17856,125000,0,0,36571136,0,162512896,162545664,0.049294250,0.437868292,0.000574292,0.487736834,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_zipfian_update.data,5,2,2,0.339920833,2,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,2081982,2081982,0,549643248,549643248,0,142856,17856,125000,75200,107722,40782336,4211200,124403712,124420096,0.049356834,0.266327625,0.000245916,0.315930375,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_zipfian_update.data,5,3,8,0.221917625,8,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,548450,548450,0,156073200,156073200,0,142856,17856,125000,96517,294850,55874536,19303400,128647168,128647168,0.049171625,0.152451583,0.000062667,0.201685875,3
/Users/minrain/homework/Path_Copy_memory_version/Contrees/ycsbc/export/workload_fat_zipfian_update.data,5,4,4,0.255430292,4,1,1,1000000,1000000,0,0,1000000,0,6238072747940578789,1131088,1131088,0,306363264,306363264,0,142856,17856,125000,89333,192080,45861768,9290632,122011648,122011648,0.049111666,0.186234458,0.000076709,0.235422833,3
