run,order,records,updates,clients,wait_each,native_pipeline,local_probe,blocked_probes,worker_fat,worker_appends,worker_materializations,pipeline_threads,workers,slots,pattern,pinned,elapsed_seconds,peak_rss_bytes,live_requested_bytes,sidecar_bytes,retired_bytes,reclaimed_bytes,retired_nodes,pending_bytes,appended_updates,cow_updates,append_waves,max_wave_groups,parallel_min_groups,parallel_waves,parallel_materialization,materialization_waves,parallel_materializations,parallel_updates,profile,queue_ns,plan_ns,inline_leaf_ns,parallel_wave_ns,merge_retire_ns,publish_ns,gc_ns,serial_cow_ns,worker_loop_ns,worker_wakeups,reference_ok
1,0,100000,100000,4,0,True,1,65380,0,0,0,4,4,8,hot,0,0.0738366,30883840,5017560,1360600,102189640,102189640,395040,0,34160,65840,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,1,100000,100000,4,0,True,1,705,0,0,0,4,1,4,uniform,1,0.0441518,57311232,4692384,1035424,25212808,25212808,92304,0,84616,15384,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,2,100000,100000,4,0,True,1,78531,1,19703,80297,4,4,2,hot,1,0.0833189,162660352,4010264,353304,123774504,123774504,481782,0,19703,80297,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,3,100000,100000,4,0,True,1,223,0,0,0,4,1,8,uniform,1,0.0408216,41484288,5833560,2176600,9134904,9134904,31584,0,94736,5264,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,4,100000,100000,4,0,True,1,269,0,0,0,4,4,8,uniform,0,0.0498011,32669696,5830960,2174000,9184048,9184048,31758,0,94707,5293,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,5,100000,100000,4,0,True,1,0,0,0,0,4,1,0,hot,0,0.086769,29868032,3656960,0,153600000,153600000,600000,0,0,100000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,6,100000,100000,4,0,True,1,1381,0,0,0,4,2,2,uniform,0,0.0517818,30621696,4116608,459648,47251496,47251496,178188,0,70302,29698,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,7,100000,100000,4,0,True,1,80991,1,17512,82488,4,1,2,hot,1,0.0839239,165969920,4009592,352632,127055600,127055600,494928,0,17512,82488,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,8,100000,100000,4,0,True,1,1416,0,0,0,4,1,2,uniform,1,0.0501545,80527360,4114984,458024,47307856,47307856,178404,0,70266,29734,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,9,100000,100000,4,0,True,1,51450,0,0,0,4,1,8,hot,1,0.0608737,118751232,5027960,1371000,81992264,81992264,313794,0,47701,52299,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,10,100000,100000,4,0,True,1,66118,0,0,0,4,2,8,hot,0,0.0700654,30883840,5014760,1357800,103320216,103320216,399486,0,33419,66581,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,11,100000,100000,4,0,True,1,0,0,0,0,4,2,0,hot,0,0.0840429,29835264,3656960,0,153600000,153600000,600000,0,0,100000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,12,100000,100000,4,0,True,1,239,1,94721,5279,4,4,8,uniform,1,0.0495771,41598976,5835560,2178600,9160344,9160344,31674,0,94721,5279,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,13,100000,100000,4,0,True,1,81528,0,0,0,4,2,2,hot,0,0.0836256,29900800,4008808,351848,127736792,127736792,497646,0,17059,82941,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,14,100000,100000,4,0,True,1,246,1,94721,5279,4,4,8,uniform,0,0.0491443,32849920,5835760,2178800,9159144,9159144,31674,0,94721,5279,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,15,100000,100000,4,0,True,1,700,0,0,0,4,2,4,uniform,1,0.0511856,57393152,4691240,1034280,25225976,25225976,92340,0,84610,15390,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,16,100000,100000,4,0,True,1,55213,1,44088,55912,4,2,8,hot,1,0.0686641,124534784,5024160,1367200,87383032,87383032,335472,0,44088,55912,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,17,100000,100000,4,0,True,1,53964,1,45302,54698,4,4,8,hot,1,0.0717342,122683392,5020960,1364000,85562328,85562328,328188,0,45302,54698,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,18,100000,100000,4,0,True,1,71181,1,27934,72066,4,4,4,hot,1,0.0788314,149749760,4361352,704392,111508216,111508216,432396,0,27934,72066,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,19,100000,100000,4,0,True,1,240,0,0,0,4,2,8,uniform,0,0.0450529,32620544,5834960,2178000,9153936,9153936,31656,0,94724,5276,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,20,100000,100000,4,0,True,1,0,0,0,0,4,1,0,uniform,1,0.0717177,194002944,3656960,0,153600000,153600000,600000,0,0,100000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,21,100000,100000,4,0,True,1,79860,0,0,0,4,1,2,hot,1,0.0793926,164331520,4009648,352688,125513872,125513872,488742,0,18543,81457,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,22,100000,100000,4,0,True,1,246,1,94716,5284,4,1,8,uniform,1,0.0664622,41500672,5833560,2176600,9168824,9168824,31704,0,94716,5284,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,23,100000,100000,4,0,True,1,64371,1,35144,64856,4,4,8,hot,0,0.0822217,30949376,5015760,1358800,100723816,100723816,389136,0,35144,64856,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,24,100000,100000,4,0,True,1,702,1,84596,15404,4,4,4,uniform,1,0.0542823,57475072,4691656,1034696,25246856,25246856,92424,0,84596,15404,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
