sequence,mode,run,exit_code,elapsed_seconds,cpu_user_seconds,cpu_system_seconds,peak_rss_kib,num_records,num_transactions,estimated_input_kib,log_path,command
1,gc_off,1,139,0.339987542,3.627380000,0.022511000,82736,1000000,10000,23671.875,bench/results/parallel_smoke_1pct_btree.logs/gc_off_run01.log,/private/tmp/contrees-portable.Kddl9m/main-final ycsbc/export/workload_memory_curve_1pct.data concow btree -c 32 -p 3 -w 16
2,gc_on,1,139,2.896091583,37.207892000,0.156747000,83168,1000000,10000,23671.875,bench/results/parallel_smoke_1pct_btree.logs/gc_on_run01.log,/private/tmp/contrees-portable.Kddl9m/main-final ycsbc/export/workload_memory_curve_1pct.data concow btree -c 32 -p 3 -w 16 -g
