run,mode,slots,workers,pattern,pinned,records,updates,elapsed_seconds,peak_rss_bytes,live_bytes,overflow_bytes,retired_bytes,reclaimed_bytes,pending_bytes,appended_updates,cow_updates,parallel_updates,materialization_waves,reference_ok
2,batch,2,4,insert,0,100000,100000,0.0445695,26132480,6288312,284088,23032512,23032512,0,69144,30856,98312,1261,True
2,batch,4,1,insert,0,100000,100000,0.018443,25329664,6336208,575952,14772016,14772016,0,82562,17438,0,1065,True
2,batch,8,1,insert,0,100000,100000,0.0155368,26361856,7331800,1335000,8667744,8667744,0,91668,8332,0,801,True
2,batch,8,1,insert,1,100000,100000,0.0165693,35487744,7326288,1330000,8652360,8652360,0,91663,8337,0,798,True
2,batch,4,1,insert,1,100000,100000,0.0192761,40681472,6327456,569504,14866088,14866088,0,82551,17449,0,1092,True
2,batch,2,4,insert,1,100000,100000,0.0450528,49561600,6291568,283248,23184616,23184616,0,69125,30875,98444,1260,True
2,batch,2,2,insert,1,100000,100000,0.0370597,49250304,6292840,283752,22978888,22978888,0,69105,30895,98438,1235,True
2,batch,2,1,insert,1,100000,100000,0.0238889,49102848,6284856,283192,23009712,23009712,0,69126,30874,0,1242,True
2,batch,0,1,insert,1,100000,100000,0.0387535,88195072,6300928,0,60795136,60795136,0,0,100000,0,1984,True
2,seq,8,1,insert,1,100000,100000,0.00917121,53133312,7329632,1327200,18328480,18328480,0,,,0,,True
2,seq,4,1,insert,1,100000,100000,0.0123295,71204864,6338040,568568,36429240,36429240,0,,,0,,True
2,seq,2,1,insert,1,100000,100000,0.0179498,100007936,6294544,283920,63385688,63385688,0,,,0,,True
2,cow,0,1,insert,1,100000,100000,0.16411,238682112,6323968,0,200719616,200719616,0,0,100000,0,0,True
3,batch,8,1,uniform,0,100000,100000,0.0152756,22200320,5841360,2184400,6020520,6020520,0,94883,5117,0,313,True
3,batch,4,1,uniform,0,100000,100000,0.0197556,21692416,4698104,1041144,15046360,15046360,0,84953,15047,0,480,True
3,batch,2,4,uniform,0,100000,100000,0.039191,21626880,4119184,462224,26367576,26367576,0,70819,29181,99815,623,True
3,batch,2,2,uniform,0,100000,100000,0.0374014,21528576,4119184,462224,26367576,26367576,0,70819,29181,99799,625,True
3,batch,2,1,uniform,0,100000,100000,0.02506,21544960,4119184,462224,26294616,26294616,0,70819,29181,0,613,True
3,batch,0,1,uniform,0,100000,100000,0.036869,21364736,3656960,0,75008000,75008000,0,0,100000,0,965,True
3,seq,8,1,uniform,0,100000,100000,0.00800158,35946496,5841360,2184400,8883112,8883112,0,,,0,,True
3,seq,4,1,uniform,0,100000,100000,0.0124385,39239680,4698104,1041144,24677080,24677080,0,,,0,,True
3,seq,2,1,uniform,0,100000,100000,0.017002,45793280,4119184,462224,46456152,46456152,0,,,0,,True
3,cow,0,1,uniform,0,100000,100000,0.161332,21266432,3656960,0,153600000,153600000,0,0,100000,0,0,True
3,cow,0,1,uniform,1,100000,100000,0.163289,183009280,3656960,0,153600000,153600000,0,0,100000,0,0,True
3,seq,2,1,uniform,1,100000,100000,0.0255523,76398592,4119184,462224,46456152,46456152,0,,,0,,True
3,seq,4,1,uniform,1,100000,100000,0.012824,53526528,4698104,1041144,24677080,24677080,0,,,0,,True
3,seq,8,1,uniform,1,100000,100000,0.00866096,38027264,5841360,2184400,8883112,8883112,0,,,0,,True
3,batch,0,1,uniform,1,100000,100000,0.0401061,96763904,3656960,0,74877440,74877440,0,0,100000,0,957,True
3,batch,2,1,uniform,1,100000,100000,0.0249903,46776320,4119184,462224,26366808,26366808,0,70819,29181,0,624,True
3,batch,2,2,uniform,1,100000,100000,0.0334467,50036736,4119184,462224,26342488,26342488,0,70819,29181,99807,630,True
3,batch,2,4,uniform,1,100000,100000,0.0368148,47267840,4119184,462224,26383448,26383448,0,70819,29181,99863,615,True
3,batch,4,1,uniform,1,100000,100000,0.0200245,36028416,4698104,1041144,15040216,15040216,0,84953,15047,0,475,True
3,batch,8,1,uniform,1,100000,100000,0.0149431,27885568,5841360,2184400,6036648,6036648,0,94883,5117,0,320,True
3,batch,8,1,hot,0,100000,100000,0.0239313,21479424,5055760,1398800,11869032,11869032,0,90027,9973,0,5351,True
3,batch,4,1,hot,0,100000,100000,0.0299305,21463040,4382360,725400,17218856,17218856,0,82023,17977,0,7650,True
3,batch,2,4,hot,0,100000,100000,0.0390835,21217280,4021352,364392,24879040,24879040,0,69464,30536,1305,10343,True
3,batch,2,2,hot,0,100000,100000,0.0390835,21315584,4021352,364392,24834240,24834240,0,69464,30536,1330,10302,True
3,batch,2,1,hot,0,100000,100000,0.0374228,21413888,4021352,364392,24778176,24778176,0,69464,30536,0,10250,True
3,batch,0,1,hot,0,100000,100000,0.0792543,21331968,3656960,0,66725120,66725120,0,0,100000,0,21611,True
3,seq,8,1,hot,0,100000,100000,0.00629987,36683776,5055760,1398800,17313128,17313128,0,,,0,,True
3,seq,4,1,hot,0,100000,100000,0.00761892,41484288,4382360,725400,29482280,29482280,0,,,0,,True
3,seq,2,1,hot,0,100000,100000,0.00976217,48578560,4021352,364392,48613312,48613312,0,,,0,,True
3,cow,0,1,hot,0,100000,100000,0.145853,21282816,3656960,0,153600000,153600000,0,0,100000,0,0,True
3,cow,0,1,hot,1,100000,100000,0.126674,183009280,3656960,0,153600000,153600000,0,0,100000,0,0,True
3,seq,2,1,hot,1,100000,100000,0.0101803,78610432,4021352,364392,48613312,48613312,0,,,0,,True
3,seq,4,1,hot,1,100000,100000,0.00854696,58392576,4382360,725400,29482280,29482280,0,,,0,,True
3,seq,8,1,hot,1,100000,100000,0.00645742,46235648,5055760,1398800,17313128,17313128,0,,,0,,True
3,batch,0,1,hot,1,100000,100000,0.0765989,88883200,3656960,0,66850560,66850560,0,0,100000,0,21718,True
3,batch,2,1,hot,1,100000,100000,0.0385528,45187072,4021352,364392,24835776,24835776,0,69464,30536,0,10301,True
3,batch,2,2,hot,1,100000,100000,0.0408409,45236224,4021352,364392,24797376,24797376,0,69464,30536,1311,10272,True
3,batch,2,4,hot,1,100000,100000,0.0397145,45367296,4021352,364392,24795840,24795840,0,69464,30536,1080,10281,True
3,batch,4,1,hot,1,100000,100000,0.0364765,37486592,4382360,725400,17126952,17126952,0,82023,17977,0,7573,True
3,batch,8,1,hot,1,100000,100000,0.0241301,32620544,5055760,1398800,11729256,11729256,0,90027,9973,0,5226,True
3,batch,8,1,insert,0,100000,100000,0.01549,26165248,7325376,1323200,8661752,8661752,0,91657,8343,0,782,True
3,batch,4,1,insert,0,100000,100000,0.0187883,25444352,6314040,566072,14791928,14791928,0,82565,17435,0,1065,True
3,batch,2,4,insert,0,100000,100000,0.047754,26165248,6292040,282184,23121544,23121544,0,69113,30887,98541,1272,True
3,batch,2,2,insert,0,100000,100000,0.0411707,25821184,6273160,283528,23052944,23052944,0,69122,30878,98388,1269,True
3,batch,2,1,insert,0,100000,100000,0.0222226,25362432,6278824,286888,23031024,23031024,0,69166,30834,0,1250,True
3,batch,0,1,insert,0,100000,100000,0.0355009,25575424,6297600,0,60876544,60876544,0,0,100000,0,2005,True
3,seq,8,1,insert,0,100000,100000,0.00746717,39550976,7331584,1324800,18372240,18372240,0,,,0,,True
3,seq,4,1,insert,0,100000,100000,0.0101587,47611904,6330112,569088,36590216,36590216,0,,,0,,True
3,seq,2,1,insert,0,100000,100000,0.0156248,59293696,6292144,288176,63413216,63413216,0,,,0,,True
3,cow,0,1,insert,0,100000,100000,0.141776,25444352,6322176,0,200894720,200894720,0,0,100000,0,0,True
3,cow,0,1,insert,1,100000,100000,0.169589,238534656,6318336,0,200574464,200574464,0,0,100000,0,0,True
3,seq,2,1,insert,1,100000,100000,0.0171029,99991552,6293672,286888,63371528,63371528,0,,,0,,True
3,seq,4,1,insert,1,100000,100000,0.0127258,71401472,6334512,572208,36630104,36630104,0,,,0,,True
3,seq,8,1,insert,1,100000,100000,0.00833629,53166080,7330720,1322400,18376056,18376056,0,,,0,,True
3,batch,0,1,insert,1,100000,100000,0.0399163,88145920,6293760,0,60738304,60738304,0,0,100000,0,1989,True
3,batch,2,1,insert,1,100000,100000,0.0236261,49250304,6288824,282296,23208872,23208872,0,69117,30883,0,1281,True
3,batch,2,2,insert,1,100000,100000,0.0363347,49201152,6282272,286496,23001272,23001272,0,69167,30833,98446,1244,True
3,batch,2,4,insert,1,100000,100000,0.0461681,49446912,6284152,284536,23089552,23089552,0,69154,30846,98355,1258,True
3,batch,4,1,insert,1,100000,100000,0.0190997,40615936,6328672,575328,14794120,14794120,0,82539,17461,0,1058,True
3,batch,8,1,insert,1,100000,100000,0.016628,35471360,7335760,1330000,8677984,8677984,0,91636,8364,0,802,True
