run,mode,slots,workers,pattern,pinned,records,updates,elapsed_seconds,peak_rss_bytes,live_bytes,overflow_bytes,retired_bytes,reclaimed_bytes,pending_bytes,appended_updates,cow_updates,parallel_updates,materialization_waves,reference_ok
2,batch,4,1,hot,1,100000,100000,0.0145817,30294016,7682880,2560,6139376,6139376,0,82082,17918,0,3172,True
2,batch,2,4,hot,1,100000,100000,0.068579,32423936,7680320,0,7920192,7920192,0,70079,29921,86646,4129,True
2,batch,2,2,hot,1,100000,100000,0.0556147,32292864,7680320,0,7888128,7888128,0,70079,29921,86952,4093,True
2,batch,2,1,hot,1,100000,100000,0.0169283,32391168,7680320,0,7977280,7977280,0,70079,29921,0,4190,True
2,batch,0,1,hot,1,100000,100000,0.0292249,54099968,7680320,0,25110592,25110592,0,0,100000,0,7569,True
2,seq,2,1,hot,1,100000,100000,0.00890321,67813376,7680320,0,26809216,26809216,0,,,0,,True
2,cow,0,1,hot,1,100000,100000,0.102923,148537344,7680320,0,89600000,89600000,0,0,100000,0,0,True
2,cow,0,1,insert,0,100000,100000,0.0957044,34160640,15360064,0,77407616,77407616,0,0,100000,0,0,True
2,seq,2,1,insert,0,100000,100000,0.0206485,80756736,15360064,0,77407360,77407360,0,,,0,,True
2,batch,0,1,insert,0,100000,100000,0.018574,34406400,15360064,0,30011328,30011328,0,0,100000,0,391,True
2,batch,2,1,insert,0,100000,100000,0.0185571,34406400,15360064,0,30029888,30029888,0,0,100000,0,392,True
2,batch,2,2,insert,0,100000,100000,0.0265442,34684928,15360064,0,29990656,29990656,0,0,100000,100000,391,True
2,batch,2,4,insert,0,100000,100000,0.0303828,34766848,15360064,0,30006208,30006208,0,0,100000,100000,391,True
2,batch,4,1,insert,0,100000,100000,0.0185848,34406400,15360064,0,30043136,30043136,0,0,100000,0,391,True
2,batch,8,1,insert,0,100000,100000,0.0186098,34406400,15360064,0,30001920,30001920,0,0,100000,0,391,True
2,batch,8,1,insert,1,100000,100000,0.0210908,75644928,15360064,0,30033984,30033984,0,0,100000,0,391,True
2,batch,4,1,insert,1,100000,100000,0.0211662,75644928,15360064,0,30007744,30007744,0,0,100000,0,391,True
2,batch,2,4,insert,1,100000,100000,0.0319703,75743232,15360064,0,30032128,30032128,0,0,100000,100000,391,True
2,batch,2,2,insert,1,100000,100000,0.0289241,75595776,15360064,0,29986688,29986688,0,0,100000,100000,391,True
2,batch,2,1,insert,1,100000,100000,0.0209512,75661312,15360064,0,30048256,30048256,0,0,100000,0,391,True
2,batch,0,1,insert,1,100000,100000,0.0212075,75644928,15360064,0,30011520,30011520,0,0,100000,0,391,True
2,seq,2,1,insert,1,100000,100000,0.0209041,153288704,15360064,0,77407040,77407040,0,,,0,,True
2,cow,0,1,insert,1,100000,100000,0.103912,145555456,15360064,0,77408064,77408064,0,0,100000,0,0,True
3,batch,8,1,uniform,0,100000,100000,0.0075015,24625152,8520952,840632,0,0,0,100000,0,0,0,True
3,batch,4,1,uniform,0,100000,100000,0.00808563,24444928,7989360,309040,291120,291120,0,99642,358,0,160,True
3,batch,2,4,uniform,0,100000,100000,0.0201152,24625152,7680320,0,4645696,4645696,0,91863,8137,100000,372,True
3,batch,2,2,uniform,0,100000,100000,0.0161694,24526848,7680320,0,4660608,4660608,0,91863,8137,99987,371,True
3,batch,2,1,uniform,0,100000,100000,0.00899758,24592384,7680320,0,4677760,4677760,0,91863,8137,0,423,True
3,batch,0,1,uniform,0,100000,100000,0.0199879,25755648,7680320,0,42324160,42324160,0,0,100000,0,498,True
3,seq,2,1,uniform,0,100000,100000,0.00556892,34996224,7680320,0,7290752,7290752,0,,,0,,True
3,cow,0,1,uniform,0,100000,100000,0.111391,24625152,7680320,0,89600000,89600000,0,0,100000,0,0,True
3,cow,0,1,uniform,1,100000,100000,0.129641,148537344,7680320,0,89600000,89600000,0,0,100000,0,0,True
3,seq,2,1,uniform,1,100000,100000,0.00581088,40304640,7680320,0,7290752,7290752,0,,,0,,True
3,batch,0,1,uniform,1,100000,100000,0.0203024,79822848,7680320,0,42279360,42279360,0,0,100000,0,500,True
3,batch,2,1,uniform,1,100000,100000,0.00821975,28966912,7680320,0,4653568,4653568,0,91863,8137,0,393,True
3,batch,2,2,uniform,1,100000,100000,0.0160307,29097984,7680320,0,4653248,4653248,0,91863,8137,100000,370,True
