sequence,mode,run,exit_code,elapsed_seconds,cpu_user_seconds,cpu_system_seconds,peak_rss_kib,num_records,num_transactions,estimated_input_kib,log_path,command
1,gc_off,1,0,4.452770500,3.696321000,0.599222000,756504,,,,bench/results/paper_scaled_10m_x86rosetta_btree_inplace.logs/gc_off_run01.log,/private/tmp/contrees-portable.Kddl9m/main-x86-systemmalloc ycsbc/export/workload_gc_1pct_10m.data inplace btree -c 1
2,gc_on,1,0,0.011768791,0.003464000,0.006138000,1056,,,,bench/results/paper_scaled_10m_x86rosetta_btree_inplace.logs/gc_on_run01.log,/usr/bin/true
