sequence,mode,run,exit_code,elapsed_seconds,cpu_user_seconds,cpu_system_seconds,peak_rss_kib,num_records,num_transactions,estimated_input_kib,log_path,command
1,gc_off,1,0,0.143508250,0.778193000,0.020651000,200704,1000000,10000,23671.875,bench/results/parallel_smoke_1pct_art.logs/gc_off_run01.log,/private/tmp/contrees-portable.Kddl9m/main-final ycsbc/export/workload_memory_curve_1pct.data concow art -c 32 -p 3 -w 16
2,gc_on,1,0,0.166202250,1.093668000,0.022104000,201312,1000000,10000,23671.875,bench/results/parallel_smoke_1pct_art.logs/gc_on_run01.log,/private/tmp/contrees-portable.Kddl9m/main-final ycsbc/export/workload_memory_curve_1pct.data concow art -c 32 -p 3 -w 16 -g
