sequence,mode,run,exit_code,elapsed_seconds,cpu_user_seconds,cpu_system_seconds,peak_rss_kib,num_records,num_transactions,estimated_input_kib,log_path,command
1,gc_off,1,0,0.242409125,2.708032000,0.019047000,29800,100000,1000,2367.188,bench/results/parallel_x86_smoke_100k_1pct_betree.logs/gc_off_run01.log,/private/tmp/contrees-portable.Kddl9m/main-x86-systemmalloc ycsbc/export/workload_memory_parallel_1pct.data concow betree -c 32 -p 3 -w 16
2,gc_on,1,0,0.285997041,3.283066000,0.027133000,29412,100000,1000,2367.188,bench/results/parallel_x86_smoke_100k_1pct_betree.logs/gc_on_run01.log,/private/tmp/contrees-portable.Kddl9m/main-x86-systemmalloc ycsbc/export/workload_memory_parallel_1pct.data concow betree -c 32 -p 3 -w 16 -g
