run,order,records,updates,clients,workers,slots,pattern,pinned,elapsed_seconds,peak_rss_bytes,live_requested_bytes,sidecar_bytes,retired_bytes,reclaimed_bytes,pending_bytes,appended_updates,cow_updates,append_waves,max_wave_groups,parallel_min_groups,parallel_waves,parallel_updates,reference_ok
2,4,10000,30000,4,4,0,uniform,1,0.0310038,45826048,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,1,10000,30000,4,4,4,uniform,1,0.020232,12517376,471752,106184,7598160,7598160,0,24510,5490,4476,231,16,194,5480,True
2,2,10000,30000,4,4,8,uniform,1,0.017264,8912896,593168,227600,4098120,4098120,0,27231,2769,2528,235,16,444,14920,True
2,3,10000,30000,4,4,2,uniform,1,0.0250877,18186240,413224,47656,12796208,12796208,0,20422,9578,6527,177,16,29,907,True
2,4,10000,30000,4,4,0,uniform,1,0.0305525,45826048,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,1,10000,30000,4,1,8,hot,0,0.00931896,8699904,592168,226600,4428160,4428160,0,27008,2992,2784,22,2,0,0,True
2,2,10000,30000,4,1,0,hot,0,0.0231798,8716288,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,3,10000,30000,4,1,4,hot,0,0.0143976,8601600,475080,109512,7654904,7654904,0,24469,5531,4635,17,2,0,0,True
2,4,10000,30000,4,1,2,hot,0,0.0203245,8716288,412608,47040,12802888,12802888,0,20417,9583,6792,14,2,0,0,True
2,1,10000,30000,4,1,8,hot,0,0.00965167,8634368,592168,226600,4428160,4428160,0,27008,2992,2812,24,16,0,0,True
2,2,10000,30000,4,1,0,hot,0,0.0229629,8601600,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,3,10000,30000,4,1,4,hot,0,0.0171511,8716288,475080,109512,7654904,7654904,0,24469,5531,4670,17,16,0,0,True
2,4,10000,30000,4,1,2,hot,0,0.0243572,8601600,412608,47040,12802888,12802888,0,20417,9583,6792,14,16,0,0,True
2,1,10000,30000,4,2,0,hot,0,0.0300337,8601600,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,2,10000,30000,4,2,2,hot,0,0.0267979,8601600,412608,47040,12802888,12802888,0,20417,9583,6726,16,16,1,17,True
2,3,10000,30000,4,2,8,hot,0,0.0142624,8650752,592168,226600,4428160,4428160,0,27008,2992,2792,23,16,94,3253,True
2,4,10000,30000,4,2,4,hot,0,0.0191285,8634368,475080,109512,7654904,7654904,0,24469,5531,4673,17,16,3,76,True
2,1,10000,30000,4,2,0,hot,0,0.0306268,8601600,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,2,10000,30000,4,2,2,hot,0,0.0702702,8601600,412608,47040,12802888,12802888,0,20417,9583,6766,14,2,4632,18200,True
2,3,10000,30000,4,2,8,hot,0,0.0365337,8617984,592168,226600,4428160,4428160,0,27008,2992,2788,22,2,2504,26706,True
2,4,10000,30000,4,2,4,hot,0,0.0631709,8617984,475080,109512,7654904,7654904,0,24469,5531,4722,20,2,3822,23539,True
2,1,10000,30000,4,4,4,hot,0,0.0183948,8601600,475080,109512,7654904,7654904,0,24469,5531,4663,20,16,8,219,True
2,2,10000,30000,4,4,8,hot,0,0.0142966,8601600,592168,226600,4428160,4428160,0,27008,2992,2803,22,16,87,2969,True
2,3,10000,30000,4,4,2,hot,0,0.0251329,8716288,412608,47040,12802888,12802888,0,20417,9583,6810,14,16,0,0,True
2,4,10000,30000,4,4,0,hot,0,0.0312209,8699904,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,1,10000,30000,4,4,4,hot,0,0.090359,8601600,475080,109512,7654904,7654904,0,24469,5531,4685,17,2,3825,23560,True
2,2,10000,30000,4,4,8,hot,0,0.0597915,8601600,592168,226600,4428160,4428160,0,27008,2992,2772,23,2,2504,26727,True
2,3,10000,30000,4,4,2,hot,0,0.112863,8683520,412608,47040,12802888,12802888,0,20417,9583,6770,15,2,4598,18178,True
2,4,10000,30000,4,4,0,hot,0,0.031008,8634368,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,1,10000,30000,4,4,8,hot,1,0.0591834,9256960,592168,226600,4428160,4428160,0,27008,2992,2826,24,2,2532,26696,True
2,2,10000,30000,4,4,0,hot,1,0.0295736,45826048,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,3,10000,30000,4,4,4,hot,1,0.0783244,12582912,475080,109512,7654904,7654904,0,24469,5531,4697,18,2,3807,23534,True
2,4,10000,30000,4,4,2,hot,1,0.0967573,18202624,412608,47040,12802888,12802888,0,20417,9583,6732,13,2,4571,18172,True
2,1,10000,30000,4,4,8,hot,1,0.0116747,9256960,592168,226600,4428160,4428160,0,27008,2992,2780,25,16,85,3025,True
2,2,10000,30000,4,4,0,hot,1,0.0277738,45826048,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,3,10000,30000,4,4,4,hot,1,0.0151801,12615680,475080,109512,7654904,7654904,0,24469,5531,4612,19,16,7,173,True
2,4,10000,30000,4,4,2,hot,1,0.0221394,18120704,412608,47040,12802888,12802888,0,20417,9583,6788,13,16,0,0,True
2,1,10000,30000,4,2,2,hot,1,0.0736361,18137088,412608,47040,12802888,12802888,0,20417,9583,6715,12,2,4628,18245,True
2,2,10000,30000,4,2,4,hot,1,0.0574016,12517376,475080,109512,7654904,7654904,0,24469,5531,4658,18,2,3792,23563,True
2,3,10000,30000,4,2,0,hot,1,0.0273196,45793280,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,4,10000,30000,4,2,8,hot,1,0.038884,9175040,592168,226600,4428160,4428160,0,27008,2992,2804,25,2,2503,26684,True
2,1,10000,30000,4,2,2,hot,1,0.0218745,18087936,412608,47040,12802888,12802888,0,20417,9583,6765,14,16,0,0,True
2,2,10000,30000,4,2,4,hot,1,0.0153231,12533760,475080,109512,7654904,7654904,0,24469,5531,4670,18,16,7,203,True
2,3,10000,30000,4,2,0,hot,1,0.0273359,45793280,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,4,10000,30000,4,2,8,hot,1,0.0110949,9191424,592168,226600,4428160,4428160,0,27008,2992,2778,26,16,86,3017,True
2,1,10000,30000,4,1,0,hot,1,0.0270492,45776896,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,2,10000,30000,4,1,2,hot,1,0.0221391,18071552,412608,47040,12802888,12802888,0,20417,9583,6802,13,16,0,0,True
2,3,10000,30000,4,1,8,hot,1,0.0108713,9142272,592168,226600,4428160,4428160,0,27008,2992,2833,22,16,0,0,True
2,4,10000,30000,4,1,4,hot,1,0.0156412,12484608,475080,109512,7654904,7654904,0,24469,5531,4626,18,16,0,0,True
2,1,10000,30000,4,1,0,hot,1,0.0274067,45776896,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,2,10000,30000,4,1,2,hot,1,0.0221432,18071552,412608,47040,12802888,12802888,0,20417,9583,6742,15,2,0,0,True
2,3,10000,30000,4,1,8,hot,1,0.0103132,9142272,592168,226600,4428160,4428160,0,27008,2992,2788,22,2,0,0,True
2,4,10000,30000,4,1,4,hot,1,0.0154886,12484608,475080,109512,7654904,7654904,0,24469,5531,4606,17,2,0,0,True
2,1,10000,30000,4,4,8,zipfian,0,0.0168163,8732672,590568,225000,4068520,4068520,0,27251,2749,2589,70,16,472,13397,True
2,2,10000,30000,4,4,0,zipfian,0,0.0260999,8667136,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,3,10000,30000,4,4,4,zipfian,0,0.017848,8765440,469048,103480,7624456,7624456,0,24491,5509,4545,54,16,157,3473,True
2,4,10000,30000,4,4,2,zipfian,0,0.0230385,8601600,411824,46256,12816248,12816248,0,20407,9593,6632,31,16,16,334,True
2,1,10000,30000,4,4,8,zipfian,0,0.046321,8699904,590568,225000,4068520,4068520,0,27251,2749,2578,84,2,2298,26965,True
2,2,10000,30000,4,4,0,zipfian,0,0.0266452,8683520,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,3,10000,30000,4,4,4,zipfian,0,0.0723705,8683520,469048,103480,7624456,7624456,0,24491,5509,4541,54,2,3686,23627,True
2,4,10000,30000,4,4,2,zipfian,0,0.0920431,8699904,411824,46256,12816248,12816248,0,20407,9593,6571,31,2,4439,18248,True
2,1,10000,30000,4,2,2,zipfian,0,0.0242804,8683520,411824,46256,12816248,12816248,0,20407,9593,6584,31,16,17,353,True
2,2,10000,30000,4,2,4,zipfian,0,0.0173571,8601600,469048,103480,7624456,7624456,0,24491,5509,4586,54,16,165,3687,True
2,3,10000,30000,4,2,0,zipfian,0,0.0259827,8601600,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,4,10000,30000,4,2,8,zipfian,0,0.0146502,8601600,590568,225000,4068520,4068520,0,27251,2749,2579,75,16,499,13524,True
2,1,10000,30000,4,2,2,zipfian,0,0.0670095,8601600,411824,46256,12816248,12816248,0,20407,9593,6628,29,2,4457,18212,True
2,2,10000,30000,4,2,4,zipfian,0,0.056825,8634368,469048,103480,7624456,7624456,0,24491,5509,4579,54,2,3696,23592,True
2,3,10000,30000,4,2,0,zipfian,0,0.0259634,8667136,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,4,10000,30000,4,2,8,zipfian,0,0.0354679,8601600,590568,225000,4068520,4068520,0,27251,2749,2591,83,2,2340,26995,True
2,1,10000,30000,4,1,0,zipfian,0,0.026306,8601600,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,2,10000,30000,4,1,2,zipfian,0,0.0222482,8683520,411824,46256,12816248,12816248,0,20407,9593,6638,29,2,0,0,True
2,3,10000,30000,4,1,8,zipfian,0,0.0101435,8634368,590568,225000,4068520,4068520,0,27251,2749,2590,81,2,0,0,True
2,4,10000,30000,4,1,4,zipfian,0,0.0148261,8683520,469048,103480,7624456,7624456,0,24491,5509,4590,54,2,0,0,True
2,1,10000,30000,4,1,0,zipfian,0,0.0262677,8683520,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,2,10000,30000,4,1,2,zipfian,0,0.022192,8601600,411824,46256,12816248,12816248,0,20407,9593,6624,31,16,0,0,True
2,3,10000,30000,4,1,8,zipfian,0,0.00993963,8634368,590568,225000,4068520,4068520,0,27251,2749,2601,81,16,0,0,True
2,4,10000,30000,4,1,4,zipfian,0,0.0157668,8683520,469048,103480,7624456,7624456,0,24491,5509,4568,54,16,0,0,True
2,1,10000,30000,4,1,2,zipfian,1,0.0228595,18268160,411824,46256,12816248,12816248,0,20407,9593,6563,29,16,0,0,True
2,2,10000,30000,4,1,4,zipfian,1,0.016414,12615680,469048,103480,7624456,7624456,0,24491,5509,4550,54,16,0,0,True
2,3,10000,30000,4,1,0,zipfian,1,0.0299379,45957120,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,4,10000,30000,4,1,8,zipfian,1,0.0101377,8929280,590568,225000,4068520,4068520,0,27251,2749,2579,81,16,0,0,True
2,1,10000,30000,4,1,2,zipfian,1,0.0239049,18268160,411824,46256,12816248,12816248,0,20407,9593,6590,31,2,0,0,True
2,2,10000,30000,4,1,4,zipfian,1,0.0155547,12615680,469048,103480,7624456,7624456,0,24491,5509,4553,54,2,0,0,True
2,3,10000,30000,4,1,0,zipfian,1,0.029022,45957120,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,4,10000,30000,4,1,8,zipfian,1,0.0106451,8929280,590568,225000,4068520,4068520,0,27251,2749,2576,81,2,0,0,True
2,1,10000,30000,4,2,4,zipfian,1,0.0576869,12664832,469048,103480,7624456,7624456,0,24491,5509,4583,40,2,3681,23574,True
2,2,10000,30000,4,2,8,zipfian,1,0.0357649,8978432,590568,225000,4068520,4068520,0,27251,2749,2584,81,2,2329,26985,True
2,3,10000,30000,4,2,2,zipfian,1,0.0707519,18317312,411824,46256,12816248,12816248,0,20407,9593,6564,29,2,4456,18276,True
2,4,10000,30000,4,2,0,zipfian,1,0.0289094,45973504,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,1,10000,30000,4,2,4,zipfian,1,0.0186184,12664832,469048,103480,7624456,7624456,0,24491,5509,4554,54,16,162,3631,True
2,2,10000,30000,4,2,8,zipfian,1,0.0146755,8962048,590568,225000,4068520,4068520,0,27251,2749,2577,81,16,475,13353,True
2,3,10000,30000,4,2,2,zipfian,1,0.0240516,18317312,411824,46256,12816248,12816248,0,20407,9593,6552,29,16,18,357,True
2,4,10000,30000,4,2,0,zipfian,1,0.029507,45973504,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,1,10000,30000,4,4,0,zipfian,1,0.0279502,46006272,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
2,2,10000,30000,4,4,2,zipfian,1,0.0934164,18399232,411824,46256,12816248,12816248,0,20407,9593,6558,29,2,4407,18223,True
2,3,10000,30000,4,4,8,zipfian,1,0.0450576,9043968,590568,225000,4068520,4068520,0,27251,2749,2604,81,2,2344,26984,True
2,4,10000,30000,4,4,4,zipfian,1,0.0761675,12730368,469048,103480,7624456,7624456,0,24491,5509,4558,54,2,3710,23626,True
2,1,10000,30000,4,4,0,zipfian,1,0.0278657,46006272,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
2,2,10000,30000,4,4,2,zipfian,1,0.0240936,18382848,411824,46256,12816248,12816248,0,20407,9593,6577,29,16,16,323,True
2,3,10000,30000,4,4,8,zipfian,1,0.0168917,9043968,590568,225000,4068520,4068520,0,27251,2749,2600,81,16,496,13398,True
2,4,10000,30000,4,4,4,zipfian,1,0.0189987,12779520,469048,103480,7624456,7624456,0,24491,5509,4598,54,16,155,3470,True
3,1,10000,30000,4,1,8,uniform,0,0.0101992,8650752,593168,227600,4098120,4098120,0,27231,2769,2531,239,16,0,0,True
3,2,10000,30000,4,1,0,uniform,0,0.0261422,8699904,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,3,10000,30000,4,1,4,uniform,0,0.0157593,8667136,471752,106184,7598160,7598160,0,24510,5490,4505,239,16,0,0,True
3,4,10000,30000,4,1,2,uniform,0,0.0240222,8617984,413224,47656,12796208,12796208,0,20422,9578,6531,148,16,0,0,True
3,1,10000,30000,4,1,8,uniform,0,0.0103875,8601600,593168,227600,4098120,4098120,0,27231,2769,2518,232,2,0,0,True
3,2,10000,30000,4,1,0,uniform,0,0.0255362,8699904,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,3,10000,30000,4,1,4,uniform,0,0.0157527,8667136,471752,106184,7598160,7598160,0,24510,5490,4526,215,2,0,0,True
3,4,10000,30000,4,1,2,uniform,0,0.0242561,8601600,413224,47656,12796208,12796208,0,20422,9578,6539,181,2,0,0,True
3,1,10000,30000,4,2,0,uniform,0,0.027049,8634368,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,2,10000,30000,4,2,2,uniform,0,0.0698131,8601600,413224,47656,12796208,12796208,0,20422,9578,6602,181,2,4427,18244,True
3,3,10000,30000,4,2,8,uniform,0,0.0346554,8716288,593168,227600,4098120,4098120,0,27231,2769,2545,240,2,2234,26920,True
3,4,10000,30000,4,2,4,uniform,0,0.0560853,8601600,471752,106184,7598160,7598160,0,24510,5490,4484,234,2,3600,23625,True
3,1,10000,30000,4,2,0,uniform,0,0.0275197,8699904,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,2,10000,30000,4,2,2,uniform,0,0.0231808,8601600,413224,47656,12796208,12796208,0,20422,9578,6540,181,16,33,969,True
3,3,10000,30000,4,2,8,uniform,0,0.0151293,8601600,593168,227600,4098120,4098120,0,27231,2769,2529,235,16,456,15122,True
3,4,10000,30000,4,2,4,uniform,0,0.0183572,8601600,471752,106184,7598160,7598160,0,24510,5490,4490,234,16,192,5266,True
3,1,10000,30000,4,4,4,uniform,0,0.0718858,8601600,471752,106184,7598160,7598160,0,24510,5490,4472,233,2,3575,23613,True
3,2,10000,30000,4,4,8,uniform,0,0.0443623,8601600,593168,227600,4098120,4098120,0,27231,2769,2548,239,2,2241,26924,True
3,3,10000,30000,4,4,2,uniform,0,0.0901975,8601600,413224,47656,12796208,12796208,0,20422,9578,6536,181,2,4399,18283,True
3,4,10000,30000,4,4,0,uniform,0,0.0270937,8699904,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,1,10000,30000,4,4,4,uniform,0,0.0201045,8699904,471752,106184,7598160,7598160,0,24510,5490,4512,237,16,175,5131,True
3,2,10000,30000,4,4,8,uniform,0,0.0172084,8716288,593168,227600,4098120,4098120,0,27231,2769,2544,238,16,446,14864,True
3,3,10000,30000,4,4,2,uniform,0,0.0233543,8683520,413224,47656,12796208,12796208,0,20422,9578,6511,181,16,31,981,True
3,4,10000,30000,4,4,0,uniform,0,0.027922,8716288,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,1,10000,30000,4,4,8,uniform,1,0.017395,8896512,593168,227600,4098120,4098120,0,27231,2769,2537,239,16,444,14870,True
3,2,10000,30000,4,4,0,uniform,1,0.0301929,45826048,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,3,10000,30000,4,4,4,uniform,1,0.0208623,12517376,471752,106184,7598160,7598160,0,24510,5490,4458,233,16,188,5314,True
3,4,10000,30000,4,4,2,uniform,1,0.025125,18219008,413224,47656,12796208,12796208,0,20422,9578,6540,181,16,34,994,True
3,1,10000,30000,4,4,8,uniform,1,0.0460419,8896512,593168,227600,4098120,4098120,0,27231,2769,2538,236,2,2235,26928,True
3,2,10000,30000,4,4,0,uniform,1,0.0296911,45826048,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,3,10000,30000,4,4,4,uniform,1,0.0736247,12533760,471752,106184,7598160,7598160,0,24510,5490,4514,237,2,3626,23622,True
3,4,10000,30000,4,4,2,uniform,1,0.0923164,18202624,413224,47656,12796208,12796208,0,20422,9578,6577,181,2,4415,18258,True
3,1,10000,30000,4,2,2,uniform,1,0.0241941,18120704,413224,47656,12796208,12796208,0,20422,9578,6574,181,16,26,873,True
3,2,10000,30000,4,2,4,uniform,1,0.0186989,12468224,471752,106184,7598160,7598160,0,24510,5490,4513,232,16,186,5342,True
3,3,10000,30000,4,2,0,uniform,1,0.0298319,45793280,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,4,10000,30000,4,2,8,uniform,1,0.0148205,8830976,593168,227600,4098120,4098120,0,27231,2769,2549,239,16,418,14456,True
3,1,10000,30000,4,2,2,uniform,1,0.0708047,18137088,413224,47656,12796208,12796208,0,20422,9578,6556,181,2,4373,18239,True
3,2,10000,30000,4,2,4,uniform,1,0.0561948,12468224,471752,106184,7598160,7598160,0,24510,5490,4529,237,2,3590,23570,True
3,3,10000,30000,4,2,0,uniform,1,0.0307785,45793280,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,4,10000,30000,4,2,8,uniform,1,0.0357957,8830976,593168,227600,4098120,4098120,0,27231,2769,2516,235,2,2219,26934,True
3,1,10000,30000,4,1,0,uniform,1,0.0303385,45776896,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,2,10000,30000,4,1,2,uniform,1,0.0236973,18071552,413224,47656,12796208,12796208,0,20422,9578,6502,140,2,0,0,True
3,3,10000,30000,4,1,8,uniform,1,0.0103288,8781824,593168,227600,4098120,4098120,0,27231,2769,2552,238,2,0,0,True
3,4,10000,30000,4,1,4,uniform,1,0.016899,12419072,471752,106184,7598160,7598160,0,24510,5490,4500,236,2,0,0,True
3,1,10000,30000,4,1,0,uniform,1,0.0295431,45776896,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,2,10000,30000,4,1,2,uniform,1,0.0247687,18071552,413224,47656,12796208,12796208,0,20422,9578,6530,181,16,0,0,True
3,3,10000,30000,4,1,8,uniform,1,0.0106266,8781824,593168,227600,4098120,4098120,0,27231,2769,2550,239,16,0,0,True
3,4,10000,30000,4,1,4,uniform,1,0.0167538,12419072,471752,106184,7598160,7598160,0,24510,5490,4482,240,16,0,0,True
3,1,10000,30000,4,4,8,hot,0,0.0514212,8650752,592168,226600,4428160,4428160,0,27008,2992,2828,24,2,2526,26683,True
3,2,10000,30000,4,4,0,hot,0,0.0235505,8699904,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,3,10000,30000,4,4,4,hot,0,0.0845339,8667136,475080,109512,7654904,7654904,0,24469,5531,4687,20,2,3827,23559,True
3,4,10000,30000,4,4,2,hot,0,0.113568,8601600,412608,47040,12802888,12802888,0,20417,9583,6705,17,2,4592,18222,True
3,1,10000,30000,4,4,8,hot,0,0.0137814,8601600,592168,226600,4428160,4428160,0,27008,2992,2824,22,16,89,3159,True
3,2,10000,30000,4,4,0,hot,0,0.0302213,8699904,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,3,10000,30000,4,4,4,hot,0,0.0187037,8601600,475080,109512,7654904,7654904,0,24469,5531,4622,18,16,7,198,True
3,4,10000,30000,4,4,2,hot,0,0.0268263,8617984,412608,47040,12802888,12802888,0,20417,9583,6824,12,16,0,0,True
3,1,10000,30000,4,2,2,hot,0,0.0681116,8617984,412608,47040,12802888,12802888,0,20417,9583,6763,12,2,4552,18127,True
3,2,10000,30000,4,2,4,hot,0,0.0556174,8617984,475080,109512,7654904,7654904,0,24469,5531,4647,17,2,3778,23558,True
3,3,10000,30000,4,2,0,hot,0,0.0237868,8699904,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,4,10000,30000,4,2,8,hot,0,0.0396673,8601600,592168,226600,4428160,4428160,0,27008,2992,2825,22,2,2546,26711,True
3,1,10000,30000,4,2,2,hot,0,0.0204875,8716288,412608,47040,12802888,12802888,0,20417,9583,6779,15,16,0,0,True
3,2,10000,30000,4,2,4,hot,0,0.0146501,8601600,475080,109512,7654904,7654904,0,24469,5531,4633,21,16,7,181,True
3,3,10000,30000,4,2,0,hot,0,0.0237568,8601600,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,4,10000,30000,4,2,8,hot,0,0.0106444,8601600,592168,226600,4428160,4428160,0,27008,2992,2810,22,16,92,3221,True
3,1,10000,30000,4,1,0,hot,0,0.023577,8699904,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,2,10000,30000,4,1,2,hot,0,0.0196901,8650752,412608,47040,12802888,12802888,0,20417,9583,6762,13,16,0,0,True
3,3,10000,30000,4,1,8,hot,0,0.00990692,8634368,592168,226600,4428160,4428160,0,27008,2992,2817,22,16,0,0,True
3,4,10000,30000,4,1,4,hot,0,0.0142249,8650752,475080,109512,7654904,7654904,0,24469,5531,4641,17,16,0,0,True
3,1,10000,30000,4,1,0,hot,0,0.0237051,8699904,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,2,10000,30000,4,1,2,hot,0,0.0196231,8650752,412608,47040,12802888,12802888,0,20417,9583,6776,14,2,0,0,True
3,3,10000,30000,4,1,8,hot,0,0.00999029,8634368,592168,226600,4428160,4428160,0,27008,2992,2802,22,2,0,0,True
3,4,10000,30000,4,1,4,hot,0,0.0148833,8716288,475080,109512,7654904,7654904,0,24469,5531,4651,18,2,0,0,True
3,1,10000,30000,4,1,2,hot,1,0.0213732,18071552,412608,47040,12802888,12802888,0,20417,9583,6790,14,2,0,0,True
3,2,10000,30000,4,1,4,hot,1,0.0152242,12484608,475080,109512,7654904,7654904,0,24469,5531,4679,20,2,0,0,True
3,3,10000,30000,4,1,0,hot,1,0.0271684,45776896,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,4,10000,30000,4,1,8,hot,1,0.0102567,9142272,592168,226600,4428160,4428160,0,27008,2992,2789,24,2,0,0,True
3,1,10000,30000,4,1,2,hot,1,0.0216281,18071552,412608,47040,12802888,12802888,0,20417,9583,6787,15,16,0,0,True
3,2,10000,30000,4,1,4,hot,1,0.0155605,12484608,475080,109512,7654904,7654904,0,24469,5531,4649,17,16,0,0,True
3,3,10000,30000,4,1,0,hot,1,0.0267781,45776896,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,4,10000,30000,4,1,8,hot,1,0.0103481,9142272,592168,226600,4428160,4428160,0,27008,2992,2819,22,16,0,0,True
3,1,10000,30000,4,2,4,hot,1,0.0155742,12533760,475080,109512,7654904,7654904,0,24469,5531,4691,17,16,8,209,True
3,2,10000,30000,4,2,8,hot,1,0.0113118,9191424,592168,226600,4428160,4428160,0,27008,2992,2807,22,16,82,2849,True
3,3,10000,30000,4,2,2,hot,1,0.0216902,18087936,412608,47040,12802888,12802888,0,20417,9583,6791,14,16,0,0,True
3,4,10000,30000,4,2,0,hot,1,0.0280329,45793280,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,1,10000,30000,4,2,4,hot,1,0.0589065,12533760,475080,109512,7654904,7654904,0,24469,5531,4637,19,2,3814,23604,True
3,2,10000,30000,4,2,8,hot,1,0.0384342,9191424,592168,226600,4428160,4428160,0,27008,2992,2840,22,2,2530,26680,True
3,3,10000,30000,4,2,2,hot,1,0.0727188,18120704,412608,47040,12802888,12802888,0,20417,9583,6766,13,2,4633,18208,True
3,4,10000,30000,4,2,0,hot,1,0.0275128,45793280,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,1,10000,30000,4,4,0,hot,1,0.0266787,45826048,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,2,10000,30000,4,4,2,hot,1,0.0217079,18219008,412608,47040,12802888,12802888,0,20417,9583,6757,17,16,1,19,True
3,3,10000,30000,4,4,8,hot,1,0.0111295,9273344,592168,226600,4428160,4428160,0,27008,2992,2803,23,16,76,2580,True
3,4,10000,30000,4,4,4,hot,1,0.0159528,12615680,475080,109512,7654904,7654904,0,24469,5531,4672,18,16,9,232,True
3,1,10000,30000,4,4,0,hot,1,0.0290173,45826048,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,2,10000,30000,4,4,2,hot,1,0.0967766,18219008,412608,47040,12802888,12802888,0,20417,9583,6761,13,2,4613,18197,True
3,3,10000,30000,4,4,8,hot,1,0.0513834,9256960,592168,226600,4428160,4428160,0,27008,2992,2820,22,2,2530,26697,True
3,4,10000,30000,4,4,4,hot,1,0.0756455,12599296,475080,109512,7654904,7654904,0,24469,5531,4687,18,2,3787,23516,True
3,1,10000,30000,4,1,2,zipfian,0,0.0220712,8667136,411824,46256,12816248,12816248,0,20407,9593,6606,29,16,0,0,True
3,2,10000,30000,4,1,4,zipfian,0,0.0153534,8601600,469048,103480,7624456,7624456,0,24491,5509,4517,54,16,0,0,True
3,3,10000,30000,4,1,0,zipfian,0,0.0266136,8683520,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,4,10000,30000,4,1,8,zipfian,0,0.00962,8699904,590568,225000,4068520,4068520,0,27251,2749,2557,81,16,0,0,True
3,1,10000,30000,4,1,2,zipfian,0,0.0224496,8683520,411824,46256,12816248,12816248,0,20407,9593,6630,29,2,0,0,True
3,2,10000,30000,4,1,4,zipfian,0,0.0155253,8617984,469048,103480,7624456,7624456,0,24491,5509,4608,54,2,0,0,True
3,3,10000,30000,4,1,0,zipfian,0,0.0259572,8650752,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,4,10000,30000,4,1,8,zipfian,0,0.0101573,8634368,590568,225000,4068520,4068520,0,27251,2749,2586,88,2,0,0,True
3,1,10000,30000,4,2,4,zipfian,0,0.0706125,8634368,469048,103480,7624456,7624456,0,24491,5509,4554,54,2,3680,23597,True
3,2,10000,30000,4,2,8,zipfian,0,0.0452302,8601600,590568,225000,4068520,4068520,0,27251,2749,2603,81,2,2357,26999,True
3,3,10000,30000,4,2,2,zipfian,0,0.0842685,8617984,411824,46256,12816248,12816248,0,20407,9593,6644,31,2,4488,18230,True
