run,version,records,updates,clients,wait_each,native_pipeline,local_probe,blocked_probes,worker_fat,worker_appends,worker_materializations,pipeline_threads,workers,slots,pattern,pinned,elapsed_seconds,peak_rss_bytes,live_requested_bytes,sidecar_bytes,retired_bytes,reclaimed_bytes,retired_nodes,pending_bytes,appended_updates,cow_updates,append_waves,max_wave_groups,parallel_min_groups,parallel_waves,parallel_materialization,materialization_waves,parallel_materializations,parallel_updates,profile,queue_ns,plan_ns,inline_leaf_ns,parallel_wave_ns,merge_retire_ns,publish_ns,gc_ns,serial_cow_ns,worker_loop_ns,worker_wakeups,reference_ok
1,before,100000,300000,4,0,True,1,2619,1,243850,56150,4,1,4,uniform,0,0.237064,35995648,4691240,1034280,92024848,92024848,336900,0,243850,56150,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,after,100000,300000,4,0,True,1,2585,1,243886,56114,4,1,4,uniform,0,0.20952,35930112,4692592,1035632,91973192,91973192,336684,0,243886,56114,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,before,100000,300000,4,0,True,1,94488,0,0,0,2,1,8,hot,0,0.197363,36388864,5911360,2254400,160950968,160950968,599478,0,200087,99913,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,after,100000,300000,4,0,True,1,95492,0,0,0,2,1,8,hot,0,0.193313,36388864,5904560,2247600,162422280,162422280,605280,0,199120,100880,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,225378,1,71494,228506,4,1,4,hot,0,0.262199,35602432,4731280,1074320,353075824,353075824,1371036,0,71494,228506,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,226353,1,70572,229428,4,1,4,hot,0,0.285806,35766272,4731384,1074424,354444280,354444280,1376568,0,70572,229428,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,0,0,0,0,2,1,0,hot,0,0.3327,35602432,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,0,0,0,0,2,1,0,hot,0,0.301847,36290560,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,4174,0,0,0,2,1,2,uniform,0,0.171683,35454976,4120864,463904,154780152,154780152,583650,0,202725,97275,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,4358,0,0,0,2,1,2,uniform,0,0.159212,35422208,4118344,461384,154876336,154876336,584022,0,202663,97337,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,197375,0,0,0,2,2,2,hot,0,0.228907,35274752,4120248,463288,328939720,328939720,1274232,0,87628,212372,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,201583,0,0,0,2,2,2,hot,0,0.236419,35192832,4121312,464352,333968776,333968776,1294386,0,84269,215731,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,137045,1,152966,147034,2,2,4,hot,0,0.222472,35684352,4746568,1089608,231220088,231220088,882204,0,152966,147034,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,137213,1,152796,147204,2,2,4,hot,0,0.229058,35602432,4745112,1088152,231477672,231477672,883224,0,152796,147204,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,1274,0,0,0,4,2,8,uniform,0,0.154138,37519360,5876160,2219200,49319008,49319008,170568,0,271572,28428,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,1325,0,0,0,4,2,8,uniform,0,0.158956,37584896,5874960,2218000,49369224,49369224,170754,0,271541,28459,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,0,0,0,0,2,1,0,uniform,0,0.218719,35799040,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,0,0,0,0,2,1,0,uniform,0,0.225033,35880960,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,4395,1,202663,97337,4,1,2,uniform,0,0.2569,35323904,4122432,465472,154876504,154876504,584022,0,202663,97337,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,4485,1,202533,97467,4,1,2,uniform,0,0.239019,35536896,4113752,456792,155081336,155081336,584802,0,202533,97467,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,180797,1,101385,198615,2,2,2,hot,0,0.238145,35520512,4121928,464968,308276848,308276848,1191690,0,101385,198615,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,181009,1,101198,198802,2,2,2,hot,0,0.247637,35192832,4121984,465024,308566096,308566096,1192812,0,101198,198802,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,1198,1,271614,28386,2,1,8,uniform,0,0.191451,37208064,5877960,2221000,49249896,49249896,170316,0,271614,28386,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,1205,1,271631,28369,2,1,8,uniform,0,0.194763,37208064,5876360,2219400,49220784,49220784,170214,0,271631,28369,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,196309,1,102310,197690,4,1,8,hot,0,0.227842,36683776,5874760,2217800,306859640,306859640,1186140,0,102310,197690,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,191779,1,106698,193302,4,1,8,hot,0,0.266895,36552704,5880760,2223800,300318072,300318072,1159812,0,106698,193302,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,2529,1,243927,56073,4,2,4,uniform,0,0.1775,36012032,4694048,1037088,91906056,91906056,336438,0,243927,56073,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,2599,1,243896,56104,4,2,4,uniform,0,0.166134,35946496,4687600,1030640,91956688,91956688,336624,0,243896,56104,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,4395,0,0,0,2,2,2,uniform,0,0.142439,35487744,4119520,462560,154886896,154886896,584058,0,202657,97343,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,4209,0,0,0,2,2,2,uniform,0,0.164886,35487744,4118512,461552,154874472,154874472,584004,0,202666,97334,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,0,0,0,0,4,2,0,hot,0,0.267368,36012032,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,0,0,0,0,4,2,0,hot,0,0.259424,36552704,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,1298,1,271585,28415,4,2,8,uniform,0,0.159062,38551552,5870960,2214000,49300840,49300840,170490,0,271585,28415,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,1373,1,271559,28441,4,2,8,uniform,0,0.16052,37683200,5874360,2217400,49343176,49343176,170646,0,271559,28441,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,244020,0,0,0,4,1,2,hot,0,0.280126,35078144,4118288,461328,388814736,388814736,1513866,0,47689,252311,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,247694,0,0,0,4,1,2,hot,0,0.264437,35225600,4117952,460992,393803456,393803456,1533834,0,44361,255639,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,243130,0,0,0,4,2,2,hot,0,0.266152,35258368,4117784,460824,387725768,387725768,1509486,0,48419,251581,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,240360,0,0,0,4,2,2,hot,0,0.260054,35160064,4118232,461272,383985512,383985512,1494516,0,50914,249086,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,182804,0,0,0,2,1,2,hot,0,0.249762,35110912,4123216,466256,310874096,310874096,1202070,0,99655,200345,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,179181,0,0,0,2,1,2,hot,0,0.247572,35028992,4122152,465192,306274120,306274120,1183626,0,102729,197271,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,187430,0,0,0,4,2,8,hot,0,0.213403,36700160,5881360,2224400,293991384,293991384,1134264,0,110956,189044,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,184560,0,0,0,4,2,8,hot,0,0.2166,36782080,5878360,2221400,289697808,289697808,1117218,0,113797,186203,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,2471,0,0,0,4,1,4,uniform,0,0.154947,35930112,4693320,1036360,91863232,91863232,336276,0,243954,56046,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,2492,0,0,0,4,1,4,uniform,0,0.148217,35979264,4693112,1036152,91891608,91891608,336384,0,243936,56064,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,2639,1,243849,56151,4,1,4,uniform,0,0.239729,35913728,4692176,1035216,92028568,92028568,336906,0,243849,56151,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,2581,1,243931,56069,4,1,4,uniform,0,0.208679,35913728,4696440,1039480,91897104,91897104,336414,0,243931,56069,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,113484,1,173131,126869,2,1,4,hot,0,0.250664,35569664,4747920,1090960,200878344,200878344,761214,0,173131,126869,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,113532,1,173132,126868,2,1,4,hot,0,0.261822,35553280,4749064,1092104,200862248,200862248,761208,0,173132,126868,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,2386,1,243988,56012,2,2,4,uniform,0,0.179566,35897344,4691968,1035008,91809136,91809136,336072,0,243988,56012,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,2410,1,243982,56018,2,2,4,uniform,0,0.167884,36028416,4697376,1040416,91816376,91816376,336108,0,243982,56018,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,158539,1,118723,181277,2,1,2,hot,0,0.281057,35094528,4124056,467096,282214696,282214696,1087662,0,118723,181277,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,159018,1,118418,181582,2,1,2,hot,0,0.295109,35078144,4123104,466144,282672424,282672424,1089492,0,118418,181582,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,2599,0,0,0,2,1,4,uniform,0,0.137587,36028416,4690200,1033240,92008728,92008728,336822,0,243863,56137,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,2456,0,0,0,2,1,4,uniform,0,0.15919,35733504,4692696,1035736,91878016,91878016,336324,0,243946,56054,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,215533,0,0,0,4,2,4,hot,0,0.263052,35749888,4735440,1078480,339201336,339201336,1315254,0,80791,219209,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,204188,0,0,0,4,2,4,hot,0,0.297899,35913728,4734712,1077752,323190424,323190424,1250880,0,91520,208480,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,4484,0,0,0,4,1,2,uniform,0,0.181281,35323904,4120920,463960,155006928,155006928,584526,0,202579,97421,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,4443,0,0,0,4,1,2,uniform,0,0.184985,35438592,4112968,456008,155061896,155061896,584730,0,202545,97455,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,2566,0,0,0,2,2,4,uniform,0,0.141575,35897344,4690200,1033240,91932760,91932760,336522,0,243913,56087,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,2655,0,0,0,2,2,4,uniform,0,0.136229,36012032,4688536,1031576,91985144,91985144,336738,0,243877,56123,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,1265,0,0,0,2,1,8,uniform,0,0.137638,37240832,5881760,2224800,49267928,49267928,170388,0,271602,28398,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,1310,0,0,0,2,1,8,uniform,0,0.137951,37273600,5876560,2219600,49308256,49308256,170526,0,271579,28421,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,0,0,0,0,2,2,0,uniform,0,0.200617,40501248,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,0,0,0,0,2,2,0,uniform,0,0.208764,38551552,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,1397,0,0,0,2,2,8,uniform,0,0.128909,37371904,5876760,2219800,49393792,49393792,170832,0,271528,28472,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,1379,0,0,0,2,2,8,uniform,0,0.128603,37339136,5875960,2219000,49313320,49313320,170520,0,271580,28420,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,105979,0,0,0,2,2,8,hot,0,0.182511,36487168,5897360,2240400,177050336,177050336,664056,0,189324,110676,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,102865,0,0,0,2,2,8,hot,0,0.183123,36487168,5903160,2246200,172837736,172837736,646956,0,192174,107826,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,1373,0,0,0,4,1,8,uniform,0,0.140261,37486592,5876160,2219200,49340712,49340712,170652,0,271558,28442,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,1305,0,0,0,4,1,8,uniform,0,0.136174,37486592,5871160,2214200,49341312,49341312,170652,0,271558,28442,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,95065,0,0,0,2,1,8,hot,0,0.192294,36388864,5902160,2245200,161765000,161765000,602850,0,199525,100475,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,93473,0,0,0,2,1,8,hot,0,0.184108,36388864,5905360,2248400,159579720,159579720,593820,0,201030,98970,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,0,0,0,0,4,1,0,uniform,0,0.248285,35061760,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,0,0,0,0,4,1,0,uniform,0,0.24801,36732928,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,4194,1,202676,97324,2,2,2,uniform,0,0.185304,35356672,4120304,463344,154856816,154856816,583944,0,202676,97324,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,4216,1,202700,97300,2,2,2,uniform,0,0.183065,35569664,4122264,465304,154819000,154819000,583800,0,202700,97300,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,4417,0,0,0,4,2,2,uniform,0,0.183507,35618816,4122096,465136,154911752,154911752,584154,0,202641,97359,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,4422,0,0,0,4,2,2,uniform,0,0.186602,35487744,4120248,463288,154907952,154907952,584142,0,202643,97357,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,2575,0,0,0,4,2,4,uniform,0,0.150916,35962880,4692176,1035216,91924200,91924200,336504,0,243916,56084,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,2560,0,0,0,4,2,4,uniform,0,0.166487,36143104,4693944,1036984,91942448,91942448,336570,0,243905,56095,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,1246,1,271612,28388,2,2,8,uniform,0,0.168382,37453824,5870760,2213800,49252168,49252168,170328,0,271612,28388,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,1247,1,271647,28353,2,2,8,uniform,0,0.168184,37339136,5880760,2223800,49190008,49190008,170118,0,271647,28353,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,183701,1,114559,185441,4,2,8,hot,0,0.240911,36700160,5878360,2221400,288606976,288606976,1112646,0,114559,185441,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,183333,1,114942,185058,4,2,8,hot,0,0.242904,36683776,5877360,2220400,288058888,288058888,1110348,0,114942,185058,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,246634,1,45346,254654,4,1,2,hot,0,0.285641,35176448,4117392,460432,392332496,392332496,1527924,0,45346,254654,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,248346,1,43810,256190,4,1,2,hot,0,0.291275,35110912,4117560,460600,394625096,394625096,1537140,0,43810,256190,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,164932,0,0,0,2,2,4,hot,0,0.219634,35553280,4742512,1085552,269079248,269079248,1033878,0,127687,172313,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,173283,0,0,0,2,2,4,hot,0,0.214155,35749888,4738872,1081912,280561368,280561368,1079820,0,120030,179970,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,0,0,0,0,4,1,0,hot,0,0.279221,34668544,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,0,0,0,0,4,1,0,hot,0,0.278965,34684928,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,0,0,0,0,4,2,0,uniform,0,0.234242,37945344,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,0,0,0,0,4,2,0,uniform,0,0.217932,54362112,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,0,0,0,0,2,2,0,hot,0,0.272868,35667968,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,0,0,0,0,2,2,0,hot,0,0.287707,35110912,3656960,0,460800000,460800000,1800000,0,0,300000,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,4038,1,202777,97223,2,1,2,uniform,0,0.232176,35258368,4120920,463960,154703248,154703248,583338,0,202777,97223,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,4051,1,202806,97194,2,1,2,uniform,0,0.225903,35291136,4123272,466312,154655624,154655624,583164,0,202806,97194,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,219689,1,76889,223111,4,2,4,hot,0,0.272485,36012032,4732528,1075568,345025704,345025704,1338666,0,76889,223111,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,220295,1,76240,223760,4,2,4,hot,0,0.280274,36225024,4733776,1076816,345993760,345993760,1342560,0,76240,223760,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,241254,1,50107,249893,4,2,2,hot,0,0.28824,35225600,4118344,461384,385195104,385195104,1499358,0,50107,249893,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,241652,1,49793,250207,4,2,2,hot,0,0.283684,35897344,4117728,460768,385668280,385668280,1501242,0,49793,250207,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,87388,1,206637,93363,2,2,8,hot,0,0.203216,36519936,5909560,2252600,151136568,151136568,560178,0,206637,93363,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,89358,1,204714,95286,2,2,8,hot,0,0.204918,36470784,5900960,2244000,153998496,153998496,571716,0,204714,95286,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,2441,1,243970,56030,2,1,4,uniform,0,0.214544,35799040,4694672,1037712,91835536,91835536,336180,0,243970,56030,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,2325,1,243987,56013,2,1,4,uniform,0,0.231005,35700736,4691032,1034072,91814624,91814624,336078,0,243987,56013,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,4299,1,202663,97337,4,2,2,uniform,0,0.199952,35635200,4121144,464184,154876616,154876616,584022,0,202663,97337,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,4500,1,202614,97386,4,2,2,uniform,0,0.207224,35848192,4120024,463064,154950760,154950760,584316,0,202614,97386,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,225849,0,0,0,4,1,4,hot,0,0.255643,35700736,4731592,1074632,353780728,353780728,1373898,0,71017,228983,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,230299,0,0,0,4,1,4,hot,0,0.254042,35831808,4732528,1075568,360041768,360041768,1399110,0,66815,233185,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,71524,1,220780,79220,2,1,8,hot,0,0.223418,36388864,5914360,2257400,129808720,129808720,475320,0,220780,79220,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,71644,1,220632,79368,2,1,8,hot,0,0.251066,36405248,5912760,2255800,130017648,130017648,476208,0,220632,79368,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,188144,0,0,0,4,1,8,hot,0,0.23806,36683776,5879960,2223000,294978072,294978072,1138362,0,110273,189727,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,191095,0,0,0,4,1,8,hot,0,0.23499,36683776,5874560,2217600,299260264,299260264,1155594,0,107401,192599,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,1287,1,271651,28349,4,1,8,uniform,0,0.207628,37552128,5880360,2223400,49189464,49189464,170094,0,271651,28349,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,1304,1,271574,28426,4,1,8,uniform,0,0.227306,37486592,5867960,2211000,49314536,49314536,170556,0,271574,28426,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,before,100000,300000,4,0,True,1,138082,0,0,0,2,1,4,hot,0,0.227705,35569664,4745008,1088048,232557560,232557560,887526,0,152079,147921,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2,after,100000,300000,4,0,True,1,139643,0,0,0,2,1,4,hot,0,0.211684,35586048,4746776,1089816,234727912,234727912,896190,0,150635,149365,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
3,after,100000,300000,4,0,True,1,2512,1,243926,56074,4,2,4,uniform,0,0.174984,37060608,4691968,1035008,91912376,91912376,336444,0,243926,56074,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
3,before,100000,300000,4,0,True,1,2490,1,243982,56018,4,2,4,uniform,0,0.190005,35946496,4696440,1039480,91818664,91818664,336108,0,243982,56018,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
3,before,100000,300000,4,0,True,1,1342,0,0,0,2,1,8,uniform,0,0.133481,37355520,5875960,2219000,49299776,49299776,170496,0,271584,28416,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
